outage_id,feeder_id,region_id,asset_id,outage_start,outage_end,duration_minutes,customers_interrupted,critical_customers_interrupted,cause_category,saidi_minutes,saifi_count,crew_response_minutes,restoration_notes
OUT-0000837,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004256,2025-05-22T14:08,2025-05-22T17:09,181,205,2,flood,97.13,0.5366,66,Restoration delayed by access issues.
OUT-0000838,FDR-SEQ-0014,REG-SEQ,,2024-07-23T09:22,2024-07-23T11:56,154,36,7,equipment_failure,7.89,0.0512,38,Vegetation contact confirmed at span.
OUT-0000839,FDR-MKY-0063,REG-MKY,AST-MKY-SEC-003216,2024-10-03T23:57,2024-10-04T02:40,163,708,5,equipment_failure,120.72,0.7406,122,Storm cell passed through feeder.
OUT-0000840,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002225,2024-12-01T09:06,2024-12-01T12:49,223,370,6,flood,76.47,0.3429,82,Vegetation contact confirmed at span.
OUT-0000841,FDR-TSV-0072,REG-TSV,AST-TSV-TRA-003820,2023-08-11T18:11,2023-08-11T21:37,206,21,8,storm,3.7,0.0179,86,Switched to alternate feeder during restoration.
OUT-0000842,FDR-TSV-0085,REG-TSV,,2025-05-26T13:01,2025-05-26T15:51,170,385,11,vehicle_impact,36.2,0.2129,64,Restoration delayed by access issues.
OUT-0000843,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003925,2025-04-04T06:47,2025-04-04T12:24,337,101,2,flood,135.07,0.4008,84,Helicopter inspection required.
OUT-0000844,FDR-TSV-0083,REG-TSV,AST-TSV-SEC-004505,2024-05-22T15:52,2024-05-22T18:57,185,208,3,lightning,87.85,0.4749,71,Switched to alternate feeder during restoration.
OUT-0000845,FDR-CQI-0092,REG-CQI,AST-CQI-POL-005097,2026-03-12T08:39,2026-03-12T09:01,22,309,6,vegetation,11.05,0.5024,65,Vegetation contact confirmed at span.
OUT-0000846,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002230,2024-12-26T06:11,2024-12-26T10:12,241,167,7,storm,37.3,0.1548,55,Crew rerouted via alternate access track.
OUT-0000847,FDR-CQI-0099,REG-CQI,AST-CQI-RIN-005561,2024-02-22T11:17,2024-02-22T15:19,242,1,1,storm,0.27,0.0011,108,Vegetation contact confirmed at span.
OUT-0000848,FDR-TSV-0078,REG-TSV,AST-TSV-CON-004159,2024-09-16T19:12,2024-09-16T23:04,232,747,10,flood,138.64,0.5976,85,Helicopter inspection required.
OUT-0000849,FDR-CQI-0093,REG-CQI,,2025-01-07T03:29,2025-01-07T07:25,236,125,4,vehicle_impact,71.95,0.3049,113,Vegetation contact confirmed at span.
OUT-0000850,FDR-MKY-0056,REG-MKY,AST-MKY-SEC-002858,2024-12-16T22:55,2024-12-17T01:42,167,470,6,storm,61.9,0.3707,59,Lightning strike at substation transformer.
OUT-0000851,FDR-TSV-0065,REG-TSV,AST-TSV-POL-003311,2024-09-20T02:27,2024-09-20T05:13,166,60,3,equipment_failure,51.61,0.3109,62,Crew rerouted via alternate access track.
OUT-0000852,FDR-TSV-0072,REG-TSV,,2026-01-18T05:24,2026-01-18T08:05,161,372,10,flood,51.19,0.3179,43,Lightning strike at substation transformer.
OUT-0000853,FDR-MKY-0064,REG-MKY,,2026-02-25T04:34,2026-02-25T06:45,131,5,0,flood,32.75,0.25,104,Switched to alternate feeder during restoration.
OUT-0000854,FDR-TSV-0074,REG-TSV,AST-TSV-CON-003889,2024-04-03T22:53,2024-04-04T01:26,153,207,0,storm,58.54,0.3826,110,Storm cell passed through feeder.
OUT-0000855,FDR-MKY-0059,REG-MKY,AST-MKY-POL-003015,2023-07-04T09:37,2023-07-04T14:49,312,396,4,storm,155.8,0.4994,68,Storm cell passed through feeder.
OUT-0000856,FDR-TSV-0075,REG-TSV,AST-TSV-CON-003963,2023-10-05T18:28,2023-10-05T23:17,289,119,3,vehicle_impact,136.47,0.4722,79,Restoration delayed by access issues.
OUT-0000857,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003685,2024-07-12T05:03,2024-07-12T07:46,163,104,0,storm,50.3,0.3086,53,Crew rerouted via alternate access track.
OUT-0000858,FDR-TSV-0087,REG-TSV,AST-TSV-POL-004773,2023-06-25T19:16,2023-06-25T23:05,229,762,15,vegetation,102.28,0.4467,63,Crew rerouted via alternate access track.
OUT-0000859,FDR--RW-0121,REG-RW,AST--RW-SWI-007207,2025-01-05T07:17,2025-01-05T12:55,338,88,0,vegetation,84.26,0.2493,151,Restoration delayed by access issues.
OUT-0000860,FDR-MKY-0058,REG-MKY,,2024-01-06T05:38,2024-01-06T10:05,267,664,1,vegetation,214.12,0.8019,90,Lightning strike at substation transformer.
OUT-0000861,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003604,2023-05-24T13:18,2023-05-24T16:54,216,74,3,storm,37.79,0.1749,60,Helicopter inspection required.
OUT-0000862,FDR-TSV-0072,REG-TSV,,2025-01-14T00:43,2025-01-14T02:57,134,204,8,vegetation,23.36,0.1744,34,Crew rerouted via alternate access track.
OUT-0000863,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002681,2025-09-20T02:13,2025-09-20T04:10,117,133,1,vegetation,63.26,0.5407,84,Storm cell passed through feeder.
OUT-0000864,FDR-TSV-0076,REG-TSV,,2024-09-01T03:24,2024-09-01T07:35,251,434,12,flood,90.93,0.3623,82,Crew rerouted via alternate access track.
OUT-0000865,FDR-MKY-0056,REG-MKY,AST-MKY-POL-002811,2024-02-13T06:33,2024-02-13T10:01,208,500,8,vegetation,82.02,0.3943,53,Storm cell passed through feeder.
OUT-0000866,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004738,2024-12-28T17:55,2024-12-28T22:25,270,889,11,flood,208.36,0.7717,62,Helicopter inspection required.
OUT-0000867,FDR-TSV-0088,REG-TSV,,2023-08-15T19:05,2023-08-15T23:23,258,95,0,unknown,123.17,0.4774,90,Storm cell passed through feeder.
OUT-0000868,FDR-TSV-0081,REG-TSV,,2023-10-23T06:33,2023-10-23T10:29,236,404,9,vegetation,82.84,0.351,30,Helicopter inspection required.
OUT-0000869,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002672,2025-03-05T21:38,2025-03-05T22:55,77,110,0,equipment_failure,34.43,0.4472,70,Restoration delayed by access issues.
OUT-0000870,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003787,2023-09-16T23:16,2023-09-17T01:39,143,586,5,lightning,71.62,0.5009,78,Vegetation contact confirmed at span.
OUT-0000871,FDR-TSV-0084,REG-TSV,,2024-11-06T15:57,2024-11-06T18:56,179,89,6,storm,17.37,0.0971,79,Helicopter inspection required.
OUT-0000872,FDR-TSV-0077,REG-TSV,,2025-01-28T13:50,2025-01-28T18:08,258,906,7,storm,206.31,0.7996,49,Vegetation contact confirmed at span.
OUT-0000873,FDR-MKY-0063,REG-MKY,AST-MKY-POL-003258,2026-02-12T16:06,2026-02-12T20:20,254,450,6,vehicle_impact,119.56,0.4707,77,Helicopter inspection required.
OUT-0000874,FDR-MKY-0056,REG-MKY,,2024-12-25T03:44,2024-12-25T08:15,271,896,8,vegetation,191.5,0.7066,62,Storm cell passed through feeder.
OUT-0000875,FDR-MKY-0058,REG-MKY,AST-MKY-POL-002934,2026-01-18T04:01,2026-01-18T06:25,144,411,5,vehicle_impact,71.48,0.4964,108,Switched to alternate feeder during restoration.
OUT-0000876,FDR-MKY-0047,REG-MKY,,2023-09-22T13:59,2023-09-22T17:06,187,294,10,lightning,43.02,0.23,70,Restoration delayed by access issues.
OUT-0000877,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004678,2025-08-26T08:21,2025-08-26T12:57,276,476,11,lightning,72.66,0.2633,93,Restoration delayed by access issues.
OUT-0000878,FDR-TSV-0083,REG-TSV,,2024-08-31T20:57,2024-09-01T02:43,346,139,2,lightning,109.8,0.3174,104,Storm cell passed through feeder.
OUT-0000879,FDR-MKY-0052,REG-MKY,AST-MKY-TRA-002675,2024-09-28T14:39,2024-09-28T17:18,159,54,0,storm,34.9,0.2195,138,Switched to alternate feeder during restoration.
OUT-0000880,FDR-MKY-0045,REG-MKY,AST-MKY-SWI-002315,2025-06-22T12:25,2025-06-22T16:24,239,88,5,flood,24.74,0.1035,81,Vegetation contact confirmed at span.
OUT-0000881,FDR-TSV-0083,REG-TSV,AST-TSV-REC-004499,2023-12-27T14:51,2023-12-27T21:37,406,86,3,storm,79.72,0.1963,73,Vegetation contact confirmed at span.
OUT-0000882,FDR-MKY-0050,REG-MKY,,2025-12-15T11:41,2025-12-15T15:12,211,224,7,equipment_failure,93.96,0.4453,86,Restoration delayed by access issues.
OUT-0000883,FDR-TSV-0084,REG-TSV,AST-TSV-CON-004594,2024-03-24T15:26,2024-03-24T19:13,227,467,8,storm,115.6,0.5093,82,Restoration delayed by access issues.
OUT-0000884,FDR-MKY-0057,REG-MKY,AST-MKY-CON-002899,2025-10-05T05:46,2025-10-05T09:25,219,411,8,lightning,94.35,0.4308,55,Switched to alternate feeder during restoration.
OUT-0000885,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004573,2024-02-09T03:26,2024-02-09T06:30,184,737,6,equipment_failure,147.88,0.8037,65,Restoration delayed by access issues.
OUT-0000886,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002389,2025-07-11T04:36,2025-07-11T08:52,256,19,5,storm,4.88,0.0191,69,Crew rerouted via alternate access track.
OUT-0000887,FDR-MKY-0043,REG-MKY,,2024-04-13T03:03,2024-04-13T05:49,166,230,6,planned,35.38,0.2132,106,Crew rerouted via alternate access track.
OUT-0000888,FDR-MKY-0046,REG-MKY,AST-MKY-SWI-002422,2025-04-27T01:23,2025-04-27T01:34,11,469,7,storm,5.18,0.4709,65,Restoration delayed by access issues.
OUT-0000889,FDR-CQI-0104,REG-CQI,AST-CQI-POL-005864,2024-04-02T22:23,2024-04-03T02:40,257,10,1,equipment_failure,128.5,0.5,60,Helicopter inspection required.
OUT-0000890,FDR-MKY-0054,REG-MKY,,2023-08-03T18:25,2023-08-03T22:21,236,229,2,vegetation,183.82,0.7789,115,Restoration delayed by access issues.
OUT-0000891,FDR-TSV-0074,REG-TSV,,2024-07-17T01:04,2024-07-17T03:37,153,94,0,equipment_failure,26.58,0.1738,52,Vegetation contact confirmed at span.
OUT-0000892,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002700,2025-10-15T00:50,2025-10-15T05:31,281,130,1,flood,170.7,0.6075,72,Restoration delayed by access issues.
OUT-0000893,FDR-TSV-0081,REG-TSV,,2026-01-16T09:27,2026-01-16T11:01,94,322,8,vegetation,26.3,0.2798,90,Helicopter inspection required.
OUT-0000894,FDR-MKY-0056,REG-MKY,AST-MKY-TRA-002816,2024-11-30T11:08,2024-11-30T17:02,354,1,1,flood,0.28,0.0008,66,Vegetation contact confirmed at span.
OUT-0000895,FDR-MKY-0045,REG-MKY,AST-MKY-POL-002345,2024-02-23T14:50,2024-02-23T16:48,118,224,4,vegetation,31.1,0.2635,82,Restoration delayed by access issues.
OUT-0000896,FDR--RW-0115,REG-RW,AST--RW-POL-006656,2024-02-21T11:25,2024-02-21T18:15,410,57,1,lightning,111.29,0.2714,120,Crew rerouted via alternate access track.
OUT-0000897,FDR-TSV-0084,REG-TSV,AST-TSV-CON-004520,2024-02-15T17:14,2024-02-15T21:12,238,382,10,vegetation,99.15,0.4166,87,Storm cell passed through feeder.
OUT-0000898,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003615,2025-01-28T14:47,2025-01-28T18:12,205,323,5,storm,156.54,0.7636,82,Vegetation contact confirmed at span.
OUT-0000899,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002501,2025-09-17T04:59,2025-09-17T07:46,167,295,6,lightning,38.55,0.2308,90,Switched to alternate feeder during restoration.
OUT-0000900,FDR-TSV-0077,REG-TSV,,2025-06-25T12:16,2025-06-25T17:23,307,703,10,storm,190.49,0.6205,84,Lightning strike at substation transformer.
OUT-0000901,FDR--RW-0114,REG-RW,,2024-02-19T12:54,2024-02-19T17:47,293,49,0,equipment_failure,66.47,0.2269,138,Crew rerouted via alternate access track.
OUT-0000902,FDR-MKY-0060,REG-MKY,AST-MKY-REC-003090,2024-06-21T13:26,2024-06-21T17:29,243,12,1,lightning,6.33,0.026,46,Vegetation contact confirmed at span.
OUT-0000903,FDR-MKY-0045,REG-MKY,,2024-03-23T05:22,2024-03-23T08:37,195,440,9,storm,100.94,0.5176,46,Helicopter inspection required.
OUT-0000904,FDR-TSV-0082,REG-TSV,AST-TSV-CON-004490,2025-05-02T02:29,2025-05-02T07:39,310,938,14,flood,173.81,0.5607,50,Helicopter inspection required.
OUT-0000905,FDR-TSV-0079,REG-TSV,,2023-06-16T09:07,2023-06-16T11:27,140,71,3,flood,26.02,0.1859,75,Switched to alternate feeder during restoration.
OUT-0000906,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002650,2024-08-11T04:50,2024-08-11T10:02,312,163,2,vehicle_impact,102.33,0.328,70,Helicopter inspection required.
OUT-0000907,FDR-TSV-0075,REG-TSV,,2023-11-10T01:41,2023-11-10T06:46,305,128,3,storm,154.92,0.5079,105,Lightning strike at substation transformer.
OUT-0000908,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003077,2024-05-01T18:18,2024-05-01T22:16,238,270,3,flood,139.39,0.5857,80,Storm cell passed through feeder.
OUT-0000909,FDR-MKY-0056,REG-MKY,,2026-04-14T17:23,2026-04-14T20:14,171,546,4,equipment_failure,73.63,0.4306,70,Helicopter inspection required.
OUT-0000910,FDR-TSV-0080,REG-TSV,AST-TSV-SEC-004314,2025-09-06T19:25,2025-09-06T23:01,216,269,5,storm,123.89,0.5736,77,Helicopter inspection required.
OUT-0000911,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004213,2024-07-04T02:07,2024-07-04T03:05,58,99,4,vegetation,15.03,0.2592,90,Vegetation contact confirmed at span.
OUT-0000912,FDR-TSV-0068,REG-TSV,AST-TSV-CON-003545,2024-07-19T20:10,2024-07-19T23:01,171,843,10,lightning,107.58,0.6291,87,Restoration delayed by access issues.
OUT-0000913,FDR-SEQ-0028,REG-SEQ,,2025-06-12T01:19,2025-06-12T01:24,5,192,14,vehicle_impact,1.27,0.255,71,Helicopter inspection required.
OUT-0000914,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002683,2023-12-19T07:38,2023-12-19T10:49,191,92,1,lightning,82.11,0.4299,60,Storm cell passed through feeder.
OUT-0000915,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003762,2025-08-04T20:53,2025-08-05T01:53,300,296,9,equipment_failure,75.9,0.253,83,Switched to alternate feeder during restoration.
OUT-0000916,FDR-TSV-0076,REG-TSV,AST-TSV-POL-004003,2023-07-15T21:42,2023-07-16T04:17,395,100,8,lightning,32.97,0.0835,72,Lightning strike at substation transformer.
OUT-0000917,FDR-SEQ-0023,REG-SEQ,,2024-09-29T12:26,2024-09-29T16:09,223,1484,36,equipment_failure,136.3,0.6112,42,Lightning strike at substation transformer.
OUT-0000918,FDR-TSV-0078,REG-TSV,,2025-06-22T23:09,2025-06-23T01:12,123,561,12,flood,55.2,0.4488,78,Vegetation contact confirmed at span.
OUT-0000919,FDR-MKY-0054,REG-MKY,,2024-08-24T17:01,2024-08-24T20:04,183,147,3,vegetation,91.5,0.5,88,Helicopter inspection required.
OUT-0000920,FDR-TSV-0087,REG-TSV,AST-TSV-SWI-004810,2025-07-16T18:46,2025-07-16T21:17,151,1,1,flood,0.09,0.0006,79,Helicopter inspection required.
OUT-0000921,FDR--RW-0127,REG-RW,,2024-09-25T23:08,2024-09-26T01:52,164,145,0,storm,88.07,0.537,144,Storm cell passed through feeder.
OUT-0000922,FDR-TSV-0087,REG-TSV,AST-TSV-SWI-004830,2023-12-27T11:49,2023-12-27T13:34,105,331,12,storm,20.37,0.194,96,Crew rerouted via alternate access track.
OUT-0000923,FDR-SEQ-0040,REG-SEQ,AST-SEQ-POL-002080,2023-10-23T04:15,2023-10-23T05:55,100,695,40,vegetation,27.46,0.2746,66,Vegetation contact confirmed at span.
OUT-0000924,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002240,2025-09-04T02:34,2025-09-04T03:53,79,577,7,storm,42.25,0.5348,72,Switched to alternate feeder during restoration.
OUT-0000925,FDR-TSV-0067,REG-TSV,,2026-04-08T19:53,2026-04-08T23:08,195,326,4,flood,91.6,0.4697,55,Restoration delayed by access issues.
OUT-0000926,FDR-TSV-0082,REG-TSV,AST-TSV-TRA-004448,2026-01-23T07:26,2026-01-23T09:30,124,942,12,flood,69.82,0.5631,91,Crew rerouted via alternate access track.
OUT-0000927,FDR-SEQ-0030,REG-SEQ,,2025-10-24T11:06,2025-10-24T14:02,176,899,32,equipment_failure,73.59,0.4181,56,Restoration delayed by access issues.
OUT-0000928,FDR-MKY-0054,REG-MKY,,2025-10-17T05:54,2025-10-17T08:26,152,140,0,storm,72.38,0.4762,70,Crew rerouted via alternate access track.
OUT-0000929,FDR-TSV-0070,REG-TSV,AST-TSV-TRA-003679,2024-10-31T14:00,2024-10-31T16:15,135,130,2,flood,52.08,0.3858,100,Lightning strike at substation transformer.
OUT-0000930,FDR-TSV-0065,REG-TSV,AST-TSV-POL-003327,2026-02-19T09:27,2026-02-19T14:07,280,80,2,vegetation,116.06,0.4145,86,Restoration delayed by access issues.
OUT-0000931,FDR-CQI-0098,REG-CQI,AST-CQI-POL-005488,2025-10-27T04:14,2025-10-27T07:14,180,58,5,planned,22.07,0.1226,84,Vegetation contact confirmed at span.
OUT-0000932,FDR-MKY-0059,REG-MKY,AST-MKY-POL-003059,2024-03-30T05:07,2024-03-30T07:24,137,213,7,flood,36.8,0.2686,63,Helicopter inspection required.
OUT-0000933,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002213,2026-02-05T08:31,2026-02-05T11:40,189,666,5,planned,116.66,0.6172,82,Helicopter inspection required.
OUT-0000934,FDR-MKY-0057,REG-MKY,AST-MKY-POL-002926,2024-06-17T18:30,2024-06-17T20:44,134,363,5,planned,50.99,0.3805,72,Switched to alternate feeder during restoration.
OUT-0000935,FDR-MKY-0064,REG-MKY,,2025-04-13T12:10,2025-04-13T15:26,196,10,1,equipment_failure,98.0,0.5,100,Lightning strike at substation transformer.
OUT-0000936,FDR-MKY-0064,REG-MKY,AST-MKY-POL-003282,2024-02-07T19:09,2024-02-07T23:09,240,3,0,vegetation,36.0,0.15,75,Crew rerouted via alternate access track.
OUT-0000937,FDR-SEQ-0009,REG-SEQ,AST-SEQ-POL-000494,2025-11-02T23:10,2025-11-03T01:34,144,1,1,storm,0.06,0.0004,47,Lightning strike at substation transformer.
OUT-0000938,FDR-SEQ-0003,REG-SEQ,AST-SEQ-POL-000145,2024-10-21T04:29,2024-10-21T05:56,87,411,18,vegetation,28.11,0.3231,70,Switched to alternate feeder during restoration.
OUT-0000939,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002668,2024-02-19T11:52,2024-02-19T14:28,156,183,0,storm,116.05,0.7439,58,Crew rerouted via alternate access track.
OUT-0000940,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002403,2023-10-10T21:33,2023-10-11T00:11,158,404,2,flood,64.09,0.4056,68,Vegetation contact confirmed at span.
OUT-0000941,FDR-MKY-0063,REG-MKY,,2024-11-01T14:11,2024-11-01T18:51,280,598,8,vegetation,175.15,0.6255,66,Storm cell passed through feeder.
OUT-0000942,FDR-SEQ-0039,REG-SEQ,AST-SEQ-POL-002021,2023-07-18T09:26,2023-07-18T11:18,112,1234,36,storm,58.69,0.524,41,Vegetation contact confirmed at span.
OUT-0000943,FDR-TSV-0073,REG-TSV,AST-TSV-POL-003859,2024-11-17T00:03,2024-11-17T03:50,227,564,6,storm,130.11,0.5732,68,Helicopter inspection required.
OUT-0000944,FDR-TSV-0088,REG-TSV,,2024-01-22T19:10,2024-01-22T20:11,61,117,0,flood,35.86,0.5879,57,Switched to alternate feeder during restoration.
OUT-0000945,FDR-MKY-0061,REG-MKY,,2026-01-22T03:46,2026-01-22T07:35,229,368,5,flood,107.63,0.47,44,Crew rerouted via alternate access track.
OUT-0000946,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002379,2024-11-11T21:22,2024-11-11T23:44,142,802,10,equipment_failure,114.34,0.8052,67,Restoration delayed by access issues.
OUT-0000947,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002185,2025-10-01T22:44,2025-10-02T02:55,251,531,4,storm,123.52,0.4921,91,Switched to alternate feeder during restoration.
OUT-0000948,FDR-MKY-0064,REG-MKY,AST-MKY-POL-003291,2024-12-26T07:15,2024-12-26T11:25,250,14,1,storm,175.0,0.7,58,Switched to alternate feeder during restoration.
OUT-0000949,FDR-SEQ-0004,REG-SEQ,AST-SEQ-SWI-000163,2026-02-05T13:25,2026-02-05T20:04,399,1452,35,equipment_failure,286.1,0.717,86,Lightning strike at substation transformer.
OUT-0000950,FDR-TSV-0084,REG-TSV,AST-TSV-SWI-004529,2025-07-26T03:52,2025-07-26T07:39,227,448,7,vegetation,110.9,0.4885,82,Vegetation contact confirmed at span.
OUT-0000951,FDR-TSV-0079,REG-TSV,AST-TSV-TRA-004219,2025-01-30T02:19,2025-01-30T05:42,203,89,1,equipment_failure,47.3,0.233,96,Lightning strike at substation transformer.
OUT-0000952,FDR-MKY-0052,REG-MKY,,2025-07-22T21:38,2025-07-23T02:20,282,55,3,vegetation,63.05,0.2236,97,Vegetation contact confirmed at span.
OUT-0000953,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003513,2023-08-27T18:36,2023-08-27T19:59,83,482,14,vegetation,29.86,0.3597,50,Switched to alternate feeder during restoration.
OUT-0000954,FDR-CQI-0104,REG-CQI,,2024-02-29T12:36,2024-02-29T16:28,232,10,0,equipment_failure,116.0,0.5,90,Restoration delayed by access issues.
OUT-0000955,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003671,2026-01-10T23:40,2026-01-11T02:53,193,90,1,flood,51.54,0.2671,88,Lightning strike at substation transformer.
OUT-0000956,FDR-TSV-0075,REG-TSV,AST-TSV-SWI-003938,2025-09-02T16:05,2025-09-02T21:21,316,57,4,unknown,71.48,0.2262,76,Storm cell passed through feeder.
OUT-0000957,FDR-MKY-0056,REG-MKY,,2025-10-16T22:20,2025-10-16T22:41,21,207,8,lightning,3.43,0.1632,61,Switched to alternate feeder during restoration.
OUT-0000958,FDR-TSV-0072,REG-TSV,AST-TSV-TRA-003801,2025-06-26T15:12,2025-06-26T18:02,170,313,7,vegetation,45.48,0.2675,83,Helicopter inspection required.
OUT-0000959,FDR-MKY-0063,REG-MKY,,2025-04-09T22:37,2025-04-10T02:50,253,710,5,equipment_failure,187.9,0.7427,79,Crew rerouted via alternate access track.
OUT-0000960,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003951,2026-04-20T15:49,2026-04-20T19:02,193,221,0,flood,169.26,0.877,104,Lightning strike at substation transformer.
OUT-0000961,FDR-MKY-0064,REG-MKY,AST-MKY-POL-003298,2025-03-17T12:27,2025-03-17T16:31,244,1,1,equipment_failure,12.2,0.05,55,Storm cell passed through feeder.
OUT-0000962,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003462,2025-07-27T04:59,2025-07-27T08:12,193,380,4,lightning,105.68,0.5476,63,Storm cell passed through feeder.
OUT-0000963,FDR-TSV-0074,REG-TSV,AST-TSV-SEC-003901,2026-01-01T03:53,2026-01-01T09:07,314,226,1,storm,131.17,0.4177,75,Vegetation contact confirmed at span.
OUT-0000964,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002198,2026-04-15T21:20,2026-04-15T23:00,100,533,8,lightning,49.4,0.494,60,Restoration delayed by access issues.
OUT-0000965,FDR-TSV-0067,REG-TSV,AST-TSV-SWI-003489,2025-07-24T03:30,2025-07-24T08:31,301,311,6,vegetation,134.89,0.4481,88,Lightning strike at substation transformer.
OUT-0000966,FDR-TSV-0087,REG-TSV,AST-TSV-POL-004775,2025-02-21T17:44,2025-02-21T22:21,277,1094,12,unknown,177.63,0.6413,88,Lightning strike at substation transformer.
OUT-0000967,FDR-TSV-0080,REG-TSV,,2025-09-09T07:54,2025-09-09T10:42,168,314,3,vegetation,112.48,0.6695,83,Vegetation contact confirmed at span.
OUT-0000968,FDR-TSV-0072,REG-TSV,,2023-08-09T10:37,2023-08-09T14:43,246,715,12,vegetation,150.33,0.6111,61,Crew rerouted via alternate access track.
OUT-0000969,FDR-TSV-0087,REG-TSV,,2023-08-09T21:05,2023-08-10T02:14,309,513,9,planned,92.92,0.3007,107,Crew rerouted via alternate access track.
OUT-0000970,FDR-SEQ-0038,REG-SEQ,,2023-05-26T06:58,2023-05-26T09:44,166,1496,36,vehicle_impact,111.01,0.6688,58,Vegetation contact confirmed at span.
OUT-0000971,FDR-TSV-0066,REG-TSV,,2023-11-27T02:45,2023-11-27T06:11,206,765,13,lightning,111.77,0.5426,76,Lightning strike at substation transformer.
OUT-0000972,FDR-TSV-0080,REG-TSV,AST-TSV-CON-004272,2024-11-09T19:23,2024-11-10T00:08,285,285,1,flood,173.19,0.6077,75,Storm cell passed through feeder.
OUT-0000973,FDR-TSV-0079,REG-TSV,AST-TSV-SWI-004234,2023-07-07T14:11,2023-07-07T18:02,231,79,7,storm,47.77,0.2068,82,Lightning strike at substation transformer.
OUT-0000974,FDR-SEQ-0024,REG-SEQ,,2025-04-05T10:40,2025-04-05T12:00,80,1450,30,lightning,56.23,0.7029,63,Switched to alternate feeder during restoration.
