inspection_id,asset_id,inspection_date,inspection_type,inspector_team,condition_observed,defect_count,photo_count,document_id,recommended_action
INS-0001205,AST--RW-POL-007602,2025-02-18,pole_test,Drone Team 1,fair,0,0,,no_action
INS-0001206,AST-MKY-SWI-002717,2025-03-01,drone,Drone Team 1,good,1,4,,no_action
INS-0001207,AST-CQI-SWI-005492,2026-01-15,drone,Drone Team 1,good,0,5,,no_action
INS-0001208,AST-MKY-TRA-002743,2025-03-18,routine,Drone Team 2,fair,1,2,,no_action
INS-0001209,AST-MKY-POL-002275,2025-12-17,storm_follow_up,Crew A,fair,0,7,,no_action
INS-0001210,AST-TSV-POL-003553,2025-06-03,drone,Drone Team 2,fair,2,8,,no_action
INS-0001211,AST-TSV-REC-004832,2026-04-16,routine,Drone Team 1,good,3,8,,no_action
INS-0001212,AST--RW-POL-006413,2026-03-21,routine,Crew B,poor,4,8,,monitor
INS-0001213,AST-TSV-POL-004613,2025-10-12,routine,Crew B,fair,3,0,,monitor
INS-0001214,AST-CQI-POL-005973,2025-10-04,pole_test,Crew A,fair,0,7,,no_action
INS-0001215,AST-SEQ-POL-000558,2025-03-05,storm_follow_up,Drone Team 1,very_poor,2,7,,urgent_repair
INS-0001216,AST-MKY-POL-002372,2025-05-22,pole_test,Drone Team 2,good,2,1,,no_action
INS-0001217,AST-TSV-SWI-004388,2025-02-07,thermal,Crew A,poor,4,6,,monitor
INS-0001218,AST-MKY-POL-002984,2025-01-02,thermal,Crew C,very_poor,2,3,,schedule_inspection
INS-0001219,AST-CQI-POL-005146,2025-11-16,routine,Drone Team 1,fair,3,0,,no_action
INS-0001220,AST-CQI-POL-005432,2026-01-08,routine,Crew C,fair,0,4,,no_action
INS-0001221,AST-SEQ-POL-001889,2026-03-28,routine,Crew B,very_poor,6,3,,urgent_repair
INS-0001222,AST-CQI-TRA-005518,2025-10-20,routine,Crew B,fair,4,1,,no_action
INS-0001223,AST-MKY-POL-002306,2024-12-16,routine,Drone Team 2,fair,5,8,,urgent_repair
INS-0001224,AST-SEQ-POL-001665,2025-06-12,thermal,Drone Team 2,good,1,7,,schedule_inspection
INS-0001225,AST--RW-POL-007847,2026-01-02,routine,Crew B,good,0,4,,no_action
INS-0001226,AST-CQI-POL-005841,2025-07-17,routine,Crew B,fair,0,6,,no_action
INS-0001227,AST--RW-SEC-006744,2024-12-14,thermal,Crew C,good,2,2,,monitor
INS-0001228,AST--RW-RIN-007595,2025-08-23,routine,Crew C,good,2,8,,no_action
INS-0001229,AST--RW-SWI-007499,2025-01-07,routine,Crew B,good,1,0,,no_action
INS-0001230,AST--RW-POL-006235,2026-05-14,vegetation,Drone Team 1,very_poor,3,3,,schedule_repair
INS-0001231,AST-MKY-POL-002840,2025-06-11,vegetation,Crew B,fair,2,3,,no_action
INS-0001232,AST-MKY-POL-003002,2026-02-22,routine,Crew A,good,0,3,,no_action
INS-0001233,AST-TSV-POL-003720,2025-06-26,drone,Drone Team 2,very_poor,1,3,,monitor
INS-0001234,AST-CQI-CON-005178,2026-04-06,thermal,Crew C,good,2,3,,no_action
INS-0001235,AST-TSV-TRA-003610,2025-04-23,routine,Crew A,good,0,4,,no_action
INS-0001236,AST-TSV-REC-003550,2025-12-22,pole_test,Crew A,fair,2,2,,no_action
INS-0001237,AST-TSV-POL-003402,2026-01-30,vegetation,Drone Team 2,poor,2,6,,monitor
INS-0001238,AST-MKY-POL-003034,2024-12-03,routine,Crew B,very_poor,1,1,,monitor
INS-0001239,AST-SEQ-POL-001756,2026-02-27,routine,Crew B,fair,0,5,,no_action
INS-0001240,AST--RW-TRA-006234,2025-01-12,routine,Drone Team 2,fair,1,8,,no_action
INS-0001241,AST-TSV-POL-004168,2025-07-22,pole_test,Crew C,good,1,2,,no_action
INS-0001242,AST-MKY-RIN-002795,2026-02-28,drone,Crew A,very_poor,1,1,,urgent_repair
INS-0001243,AST-TSV-RIN-003752,2026-02-28,drone,Crew A,poor,3,4,,monitor
INS-0001244,AST--RW-POL-006580,2026-03-13,drone,Crew A,good,1,7,,no_action
INS-0001245,AST-TSV-SEC-004677,2025-01-27,routine,Crew C,good,1,8,,no_action
INS-0001246,AST--RW-POL-006185,2025-11-30,routine,Crew C,good,3,5,,monitor
INS-0001247,AST-MKY-POL-002740,2025-11-30,routine,Crew C,poor,3,2,,schedule_inspection
INS-0001248,AST-CQI-POL-005889,2026-05-06,vegetation,Crew A,good,2,3,,no_action
INS-0001249,AST-SEQ-POL-000959,2025-12-12,drone,Crew A,good,3,1,,urgent_repair
INS-0001250,AST-CQI-SEC-005392,2025-11-28,storm_follow_up,Crew C,good,2,3,,urgent_repair
INS-0001251,AST--RW-TRA-006187,2025-07-05,routine,Crew A,good,2,2,,no_action
INS-0001252,AST-SEQ-POL-000052,2026-03-16,drone,Drone Team 1,good,1,8,,schedule_inspection
INS-0001253,AST-SEQ-POL-000572,2026-01-05,drone,Crew A,good,2,5,,no_action
INS-0001254,AST-TSV-CON-003656,2025-11-06,drone,Drone Team 1,good,5,1,,no_action
INS-0001255,AST--RW-POL-006914,2026-05-08,routine,Crew C,fair,0,7,,no_action
INS-0001256,AST-SEQ-REC-000866,2025-02-24,storm_follow_up,Crew B,good,2,3,,no_action
INS-0001257,AST--RW-RIN-006166,2025-06-30,vegetation,Crew B,poor,2,6,,schedule_inspection
INS-0001258,AST-MKY-CON-002856,2026-04-20,routine,Crew C,fair,0,4,,no_action
INS-0001259,AST--RW-TRA-007646,2025-04-28,routine,Crew B,poor,3,6,,monitor
INS-0001260,AST-SEQ-REC-000066,2025-12-30,thermal,Crew C,fair,0,7,,no_action
INS-0001261,AST--RW-POL-006366,2025-08-19,routine,Drone Team 2,good,5,7,,urgent_repair
INS-0001262,AST-TSV-CON-003934,2026-01-23,vegetation,Crew A,fair,1,0,,monitor
INS-0001263,AST-MKY-REC-003207,2026-02-16,thermal,Crew A,very_poor,2,2,,urgent_repair
INS-0001264,AST-MKY-TRA-002724,2025-12-03,storm_follow_up,Crew B,good,3,7,,no_action
INS-0001265,AST-SEQ-POL-000682,2026-05-04,routine,Crew B,good,0,8,,no_action
INS-0001266,AST-CQI-SWI-006095,2026-03-12,routine,Crew A,very_poor,1,6,,monitor
INS-0001267,AST-TSV-POL-004423,2025-09-28,routine,Crew B,fair,2,0,,no_action
INS-0001268,AST-SEQ-POL-000337,2025-08-04,routine,Drone Team 2,fair,2,7,,schedule_repair
INS-0001269,AST-TSV-TRA-003565,2025-06-15,routine,Crew A,fair,2,8,,no_action
INS-0001270,AST-SEQ-POL-002082,2025-11-04,routine,Crew B,fair,0,7,,no_action
INS-0001271,AST-SEQ-POL-000050,2025-01-06,storm_follow_up,Drone Team 1,fair,1,5,,no_action
INS-0001272,AST-CQI-POL-005564,2025-02-25,routine,Drone Team 1,very_poor,3,7,,schedule_inspection
INS-0001273,AST-CQI-POL-005899,2025-01-12,vegetation,Crew B,fair,3,3,,no_action
INS-0001274,AST-SEQ-TRA-000978,2026-03-18,routine,Crew A,good,2,4,,no_action
INS-0001275,AST-CQI-CON-005428,2025-04-20,routine,Drone Team 1,good,0,1,,no_action
INS-0001276,AST-SEQ-POL-000032,2025-11-14,storm_follow_up,Crew C,poor,6,4,,schedule_repair
INS-0001277,AST-SEQ-RIN-001790,2026-03-11,routine,Crew C,fair,5,4,,schedule_inspection
INS-0001278,AST-MKY-POL-002688,2025-08-20,routine,Crew B,good,3,1,,monitor
INS-0001279,AST-CQI-POL-005136,2025-07-06,vegetation,Crew B,good,2,3,,no_action
INS-0001280,AST-CQI-POL-005388,2025-01-04,routine,Crew C,fair,1,4,,no_action
INS-0001281,AST--RW-RIN-007360,2026-03-23,drone,Crew A,good,0,1,,no_action
INS-0001282,AST-TSV-SEC-004621,2026-02-22,routine,Crew C,fair,1,3,,no_action
INS-0001283,AST--RW-SWI-007058,2026-05-09,routine,Crew C,good,0,8,,no_action
INS-0001284,AST-TSV-POL-003888,2025-01-26,routine,Crew B,poor,2,3,,schedule_inspection
INS-0001285,AST-SEQ-SWI-000842,2025-04-04,routine,Drone Team 1,good,0,3,,no_action
INS-0001286,AST-SEQ-POL-000627,2026-05-11,routine,Crew C,good,0,1,,no_action
INS-0001287,AST-MKY-CON-002295,2025-04-04,vegetation,Drone Team 2,fair,0,3,,no_action
INS-0001288,AST-TSV-POL-003364,2025-01-25,thermal,Crew B,poor,3,8,,monitor
INS-0001289,AST-TSV-POL-003783,2025-06-24,drone,Crew C,very_poor,3,6,,urgent_repair
INS-0001290,AST-CQI-POL-005103,2025-02-14,routine,Drone Team 1,fair,0,8,,no_action
INS-0001291,AST-CQI-POL-005875,2025-01-18,pole_test,Crew B,good,0,0,,no_action
INS-0001292,AST--RW-REC-006616,2025-11-13,drone,Crew C,poor,3,1,,schedule_inspection
INS-0001293,AST-CQI-SEC-005417,2026-04-03,drone,Crew C,fair,1,4,,urgent_repair
INS-0001294,AST--RW-TRA-007642,2024-12-22,pole_test,Drone Team 2,fair,1,6,,no_action
INS-0001295,AST-CQI-POL-004937,2026-02-16,routine,Crew A,good,0,2,,no_action
INS-0001296,AST-TSV-POL-003529,2026-04-26,routine,Crew B,very_poor,2,0,,urgent_repair
INS-0001297,AST--RW-POL-006914,2025-03-28,thermal,Crew C,very_poor,5,8,,schedule_repair
INS-0001298,AST-MKY-TRA-002282,2025-04-22,routine,Crew C,fair,1,8,,no_action
INS-0001299,AST-TSV-POL-004078,2025-10-14,drone,Crew C,fair,2,3,,schedule_repair
INS-0001300,AST-MKY-POL-002915,2026-02-05,vegetation,Crew A,fair,1,3,,no_action
INS-0001301,AST-TSV-POL-003772,2024-11-24,routine,Drone Team 2,good,1,4,,no_action
INS-0001302,AST-SEQ-POL-001736,2026-03-23,routine,Drone Team 1,good,3,4,,urgent_repair
INS-0001303,AST-SEQ-CON-000364,2025-07-08,routine,Crew A,fair,1,7,,no_action
INS-0001304,AST--RW-CON-007533,2025-08-27,routine,Drone Team 1,fair,0,6,,no_action
INS-0001305,AST-TSV-TRA-004428,2025-03-08,pole_test,Drone Team 2,fair,3,3,,schedule_repair
INS-0001306,AST--RW-CON-007657,2025-05-26,drone,Crew A,fair,1,6,,no_action
INS-0001307,AST-TSV-SEC-004362,2025-09-18,drone,Drone Team 2,fair,2,6,,schedule_repair
INS-0001308,AST-MKY-POL-003192,2025-05-02,pole_test,Crew C,very_poor,3,3,,urgent_repair
INS-0001309,AST-TSV-SEC-004254,2025-08-15,pole_test,Drone Team 1,good,2,7,,no_action
INS-0001310,AST--RW-TRA-007327,2025-04-22,routine,Drone Team 2,good,1,7,,no_action
INS-0001311,AST-CQI-POL-005953,2025-03-05,storm_follow_up,Crew A,fair,4,8,,schedule_inspection
INS-0001312,AST-SEQ-POL-001175,2026-02-26,thermal,Crew A,good,1,1,,no_action
INS-0001313,AST-SEQ-POL-001394,2026-03-06,routine,Drone Team 1,fair,1,2,,no_action
INS-0001314,AST--RW-CON-006672,2025-08-05,pole_test,Crew C,good,4,0,,monitor
INS-0001315,AST-MKY-POL-003219,2025-07-26,routine,Drone Team 2,good,5,6,,urgent_repair
INS-0001316,AST-TSV-POL-004407,2026-05-06,pole_test,Crew B,very_poor,2,3,,schedule_inspection
INS-0001317,AST-TSV-POL-004606,2025-11-30,vegetation,Crew A,fair,0,8,,no_action
INS-0001318,AST--RW-CON-007635,2025-08-15,thermal,Crew B,good,0,4,,no_action
INS-0001319,AST-CQI-SEC-005753,2025-11-01,thermal,Crew B,fair,2,4,,no_action
INS-0001320,AST-SEQ-POL-000912,2025-04-20,routine,Crew B,fair,1,5,,no_action
INS-0001321,AST-SEQ-POL-000340,2025-03-16,routine,Crew B,poor,2,4,,schedule_inspection
INS-0001322,AST--RW-POL-007751,2025-07-16,thermal,Crew A,fair,2,5,,no_action
INS-0001323,AST-TSV-CON-003691,2025-12-08,routine,Crew C,fair,1,6,,no_action
INS-0001324,AST-TSV-POL-003884,2025-12-26,routine,Drone Team 2,good,1,5,,no_action
INS-0001325,AST-MKY-REC-003245,2025-01-20,storm_follow_up,Crew A,good,0,4,,no_action
INS-0001326,AST-CQI-POL-005994,2025-08-03,storm_follow_up,Crew C,fair,1,1,,urgent_repair
INS-0001327,AST-TSV-SWI-003399,2026-03-01,storm_follow_up,Crew A,good,1,6,,no_action
INS-0001328,AST-MKY-POL-002627,2025-07-22,routine,Drone Team 2,good,2,8,,no_action
INS-0001329,AST-SEQ-CON-001804,2026-03-26,drone,Crew C,very_poor,2,5,,urgent_repair
INS-0001330,AST-SEQ-POL-001056,2025-08-15,vegetation,Crew C,fair,1,4,,no_action
INS-0001331,AST-SEQ-POL-001014,2025-05-11,routine,Crew B,good,0,7,,no_action
INS-0001332,AST--RW-POL-007286,2026-05-06,routine,Crew B,very_poor,3,7,,schedule_inspection
INS-0001333,AST-CQI-CON-005668,2025-01-22,drone,Crew B,fair,2,0,,no_action
INS-0001334,AST-MKY-POL-002651,2025-05-29,storm_follow_up,Crew B,fair,1,0,,no_action
INS-0001335,AST--RW-POL-007942,2026-01-07,thermal,Crew C,good,2,2,,no_action
INS-0001336,AST-SEQ-POL-000354,2025-06-04,drone,Drone Team 2,fair,2,6,,no_action
INS-0001337,AST--RW-TRA-007479,2026-04-13,pole_test,Drone Team 1,good,1,4,,no_action
INS-0001338,AST-MKY-POL-003136,2024-12-14,drone,Crew C,good,1,8,,no_action
INS-0001339,AST-SEQ-POL-001693,2025-10-07,routine,Drone Team 1,good,1,0,,no_action
INS-0001340,AST-TSV-SWI-003918,2025-04-09,vegetation,Crew A,fair,2,2,,no_action
INS-0001341,AST-TSV-TRA-004701,2026-05-05,drone,Drone Team 1,poor,2,1,,schedule_repair
INS-0001342,AST-TSV-POL-004418,2026-05-13,storm_follow_up,Crew B,good,2,5,,urgent_repair
INS-0001343,AST-TSV-POL-004488,2025-12-05,pole_test,Drone Team 2,fair,3,2,,schedule_repair
INS-0001344,AST-MKY-POL-003019,2024-12-31,routine,Crew C,good,2,8,,no_action
INS-0001345,AST-CQI-SWI-005836,2024-12-15,storm_follow_up,Drone Team 2,good,0,4,,no_action
INS-0001346,AST--RW-POL-007965,2025-04-03,routine,Crew C,fair,3,4,,no_action
INS-0001347,AST-MKY-CON-003140,2025-06-21,routine,Crew C,fair,2,3,,urgent_repair
INS-0001348,AST-MKY-POL-002617,2025-10-02,routine,Crew C,good,2,3,,schedule_inspection
INS-0001349,AST-MKY-POL-002707,2025-03-05,vegetation,Crew C,good,0,8,,no_action
INS-0001350,AST-TSV-CON-003488,2025-12-28,routine,Crew A,fair,3,4,,no_action
INS-0001351,AST-CQI-REC-006026,2026-03-07,routine,Crew A,fair,1,4,,no_action
INS-0001352,AST--RW-SWI-006486,2025-01-04,routine,Crew A,good,1,1,,no_action
INS-0001353,AST-SEQ-SEC-001263,2025-09-18,routine,Crew A,good,1,8,,schedule_repair
INS-0001354,AST-CQI-TRA-005468,2026-02-19,routine,Drone Team 1,poor,3,7,,monitor
INS-0001355,AST-SEQ-POL-000444,2026-03-02,thermal,Crew C,fair,0,0,,no_action
INS-0001356,AST-TSV-POL-004150,2025-08-11,pole_test,Drone Team 1,good,1,3,,no_action
INS-0001357,AST--RW-TRA-007926,2026-02-26,pole_test,Crew B,poor,1,6,,urgent_repair
INS-0001358,AST-CQI-POL-005664,2025-09-15,drone,Crew B,good,2,4,,schedule_repair
INS-0001359,AST-TSV-POL-003373,2026-03-20,pole_test,Drone Team 2,very_poor,2,0,,schedule_inspection
INS-0001360,AST-TSV-POL-004318,2024-11-27,routine,Drone Team 1,poor,2,1,,schedule_repair
INS-0001361,AST--RW-POL-007473,2025-06-01,routine,Drone Team 1,fair,3,5,,schedule_repair
INS-0001362,AST-CQI-POL-005993,2025-11-26,routine,Crew B,good,1,6,,no_action
INS-0001363,AST-SEQ-POL-001796,2026-01-11,vegetation,Crew B,fair,1,4,,no_action
INS-0001364,AST-CQI-SWI-005303,2026-04-25,routine,Drone Team 2,good,1,4,,no_action
INS-0001365,AST-SEQ-CON-000457,2025-10-01,drone,Crew C,good,2,4,,no_action
INS-0001366,AST-CQI-POL-005163,2026-03-01,routine,Crew A,good,0,0,,no_action
INS-0001367,AST-SEQ-TRA-001163,2025-03-22,routine,Crew A,poor,2,8,,urgent_repair
INS-0001368,AST-SEQ-POL-001450,2025-12-19,thermal,Crew C,very_poor,3,5,,monitor
INS-0001369,AST--RW-REC-006803,2025-07-15,routine,Drone Team 2,fair,0,5,,no_action
INS-0001370,AST--RW-POL-006613,2024-12-14,pole_test,Crew B,fair,2,2,,schedule_inspection
INS-0001371,AST--RW-CON-006730,2025-11-10,routine,Drone Team 1,good,1,0,,no_action
INS-0001372,AST-MKY-POL-003267,2025-06-20,vegetation,Crew A,very_poor,4,2,,monitor
INS-0001373,AST-MKY-CON-003199,2025-11-09,routine,Crew C,fair,0,5,,no_action
INS-0001374,AST-SEQ-POL-000433,2026-04-03,routine,Drone Team 2,fair,1,3,,no_action
INS-0001375,AST--RW-TRA-007799,2026-02-11,vegetation,Drone Team 2,good,0,7,,no_action
INS-0001376,AST-TSV-POL-004632,2026-02-17,routine,Crew B,fair,1,1,,monitor
INS-0001377,AST-SEQ-POL-001262,2025-01-13,routine,Crew A,fair,3,8,,monitor
INS-0001378,AST-TSV-POL-003323,2025-08-17,routine,Crew C,good,1,2,,no_action
INS-0001379,AST-SEQ-POL-001655,2024-12-15,routine,Crew A,good,3,4,,no_action
INS-0001380,AST--RW-CON-006629,2025-04-25,routine,Crew A,very_poor,3,5,,schedule_inspection
INS-0001381,AST-SEQ-POL-001448,2026-01-24,routine,Drone Team 1,fair,1,2,,schedule_repair
INS-0001382,AST-MKY-POL-003009,2025-03-16,routine,Crew B,very_poor,3,1,,urgent_repair
INS-0001383,AST--RW-TRA-006802,2025-03-26,routine,Crew C,good,0,3,,no_action
INS-0001384,AST-TSV-POL-004256,2026-05-02,routine,Crew C,good,0,7,,no_action
INS-0001385,AST-SEQ-REC-001778,2024-12-16,routine,Crew A,good,4,5,,no_action
INS-0001386,AST-SEQ-POL-001264,2025-05-18,routine,Drone Team 1,good,0,6,,no_action
INS-0001387,AST-CQI-POL-005373,2026-01-28,routine,Crew B,fair,1,2,,no_action
INS-0001388,AST-SEQ-POL-001753,2025-05-27,routine,Crew A,good,0,4,,no_action
INS-0001389,AST--RW-POL-006334,2025-12-14,pole_test,Drone Team 2,fair,0,8,,no_action
INS-0001390,AST-MKY-CON-002710,2025-04-13,routine,Crew B,good,1,6,,no_action
INS-0001391,AST-MKY-POL-003170,2025-09-12,storm_follow_up,Crew B,fair,5,8,,schedule_repair
INS-0001392,AST-MKY-POL-003282,2024-11-23,thermal,Crew A,fair,2,6,,no_action
INS-0001393,AST--RW-POL-007768,2025-10-23,routine,Drone Team 2,fair,1,7,,monitor
INS-0001394,AST-TSV-POL-004558,2026-02-15,routine,Crew A,poor,3,5,,schedule_inspection
INS-0001395,AST-TSV-POL-004201,2025-07-02,routine,Drone Team 1,fair,3,0,,no_action
INS-0001396,AST-CQI-POL-005742,2024-12-15,routine,Crew C,fair,2,0,,no_action
INS-0001397,AST-TSV-TRA-004567,2025-06-10,routine,Drone Team 2,fair,0,8,,no_action
INS-0001398,AST-SEQ-POL-001284,2026-01-20,routine,Drone Team 1,good,0,3,,no_action
INS-0001399,AST-CQI-POL-005089,2026-04-13,routine,Drone Team 2,fair,1,1,,no_action
INS-0001400,AST--RW-POL-007237,2025-08-05,routine,Crew A,fair,0,6,,no_action
INS-0001401,AST--RW-POL-007924,2025-04-28,vegetation,Drone Team 2,fair,0,4,,no_action
INS-0001402,AST--RW-POL-007475,2025-05-05,routine,Drone Team 2,good,0,4,,no_action
INS-0001403,AST--RW-POL-007950,2025-04-26,thermal,Drone Team 1,good,2,3,,no_action
INS-0001404,AST-SEQ-CON-000976,2025-07-30,routine,Crew B,poor,1,8,,monitor
INS-0001405,AST-MKY-POL-002418,2025-11-23,pole_test,Crew C,good,2,0,,no_action
INS-0001406,AST-SEQ-SWI-000379,2025-03-02,vegetation,Crew B,poor,3,7,,schedule_repair
INS-0001407,AST-SEQ-POL-001713,2025-01-26,routine,Drone Team 2,good,0,1,,no_action
INS-0001408,AST-TSV-POL-003910,2026-03-24,routine,Crew B,good,1,8,,no_action
INS-0001409,AST-CQI-POL-005680,2025-01-14,drone,Drone Team 2,fair,2,8,,no_action
INS-0001410,AST-MKY-TRA-002988,2025-08-07,storm_follow_up,Crew A,good,0,8,,no_action
INS-0001411,AST-TSV-POL-003651,2025-05-29,routine,Crew C,good,5,7,,no_action
INS-0001412,AST--RW-POL-007460,2025-09-07,drone,Crew A,good,2,5,,no_action
INS-0001413,AST-SEQ-TRA-001055,2024-12-19,routine,Drone Team 1,fair,0,6,,no_action
INS-0001414,AST-TSV-POL-004227,2026-03-18,routine,Crew A,good,1,7,,no_action
INS-0001415,AST-CQI-POL-005747,2026-02-20,routine,Crew C,fair,0,8,,no_action
INS-0001416,AST-MKY-POL-002912,2026-03-26,routine,Drone Team 1,good,1,5,,no_action
INS-0001417,AST-CQI-SEC-005402,2025-02-24,storm_follow_up,Crew C,good,5,7,,monitor
INS-0001418,AST--RW-POL-007771,2025-02-06,pole_test,Drone Team 1,good,3,5,,no_action
INS-0001419,AST-MKY-POL-002187,2025-08-03,routine,Crew B,poor,4,3,,schedule_repair
INS-0001420,AST-TSV-SWI-004572,2025-09-19,routine,Crew C,good,1,5,,schedule_repair
INS-0001421,AST-TSV-POL-004631,2025-06-10,routine,Drone Team 2,good,2,6,,no_action
INS-0001422,AST-CQI-REC-005957,2025-03-03,thermal,Crew B,good,2,0,,monitor
INS-0001423,AST--RW-SWI-007483,2025-05-19,routine,Drone Team 2,fair,2,1,,no_action
INS-0001424,AST-TSV-POL-003622,2026-05-15,routine,Crew A,fair,0,4,,no_action
INS-0001425,AST-TSV-POL-003716,2025-07-31,drone,Drone Team 1,fair,2,0,,no_action
INS-0001426,AST-MKY-TRA-002307,2025-12-14,routine,Crew A,fair,4,6,,no_action
INS-0001427,AST-SEQ-POL-000398,2025-09-14,drone,Crew C,fair,0,7,,no_action
INS-0001428,AST-TSV-POL-004098,2026-01-12,thermal,Drone Team 2,very_poor,5,1,,urgent_repair
INS-0001429,AST-TSV-POL-004843,2025-12-12,routine,Drone Team 1,fair,0,5,,no_action
INS-0001430,AST-CQI-POL-005629,2025-05-08,pole_test,Drone Team 2,fair,2,8,,schedule_inspection
INS-0001431,AST--RW-REC-007941,2025-04-02,routine,Drone Team 1,poor,1,5,,schedule_repair
INS-0001432,AST-CQI-POL-005368,2026-04-22,routine,Crew B,good,1,7,,no_action
INS-0001433,AST-MKY-SWI-002873,2026-04-15,routine,Drone Team 2,fair,1,8,,no_action
INS-0001434,AST-CQI-POL-005664,2025-03-30,vegetation,Crew B,poor,6,5,,urgent_repair
INS-0001435,AST-SEQ-TRA-001917,2025-02-07,routine,Crew C,fair,4,4,,urgent_repair
INS-0001436,AST-MKY-POL-002610,2025-05-12,routine,Crew A,good,1,6,,monitor
INS-0001437,AST-TSV-REC-004665,2026-04-15,routine,Drone Team 1,good,2,1,,schedule_inspection
INS-0001438,AST-SEQ-TRA-001142,2025-04-22,vegetation,Drone Team 1,very_poor,3,4,,urgent_repair
INS-0001439,AST-MKY-POL-003275,2025-01-06,routine,Drone Team 2,poor,1,6,,urgent_repair
INS-0001440,AST--RW-POL-007380,2025-06-07,thermal,Crew A,fair,0,2,,no_action
INS-0001441,AST-CQI-POL-005633,2025-02-17,routine,Drone Team 1,good,2,0,,no_action
INS-0001442,AST-SEQ-POL-001721,2025-06-17,routine,Drone Team 1,fair,1,4,,no_action
INS-0001443,AST-SEQ-TRA-000102,2026-01-26,routine,Crew A,good,2,5,,no_action
INS-0001444,AST--RW-POL-007775,2025-04-18,routine,Drone Team 2,good,1,6,,urgent_repair
INS-0001445,AST-SEQ-POL-001327,2025-09-25,routine,Drone Team 2,very_poor,4,5,,schedule_inspection
INS-0001446,AST-TSV-POL-004027,2025-02-06,routine,Crew C,very_poor,3,0,,schedule_inspection
INS-0001447,AST-MKY-POL-002518,2026-02-04,routine,Drone Team 2,good,1,0,,no_action
INS-0001448,AST-MKY-TRA-002514,2025-10-21,routine,Crew A,fair,2,7,,no_action
INS-0001449,AST-MKY-SWI-003221,2025-08-25,routine,Drone Team 1,good,0,1,,no_action
INS-0001450,AST-TSV-POL-003621,2025-11-27,drone,Drone Team 1,fair,0,1,,no_action
INS-0001451,AST-MKY-POL-002304,2025-07-29,routine,Crew B,good,0,6,,no_action
INS-0001452,AST-TSV-CON-004768,2025-02-17,routine,Drone Team 1,good,3,1,,no_action
INS-0001453,AST-SEQ-POL-002041,2025-03-26,routine,Drone Team 1,good,3,1,,urgent_repair
INS-0001454,AST--RW-TRA-006427,2024-12-12,drone,Crew B,good,0,7,,no_action
INS-0001455,AST-TSV-POL-003391,2026-03-30,thermal,Crew B,fair,4,6,,monitor
INS-0001456,AST-SEQ-POL-001362,2025-07-15,routine,Drone Team 2,good,0,4,,no_action
INS-0001457,AST-MKY-POL-002909,2025-07-27,vegetation,Drone Team 1,good,3,3,,no_action
INS-0001458,AST-CQI-TRA-005601,2026-04-26,vegetation,Crew A,fair,3,2,,no_action
INS-0001459,AST-CQI-POL-005975,2025-09-30,routine,Crew B,fair,2,5,,no_action
INS-0001460,AST--RW-POL-007310,2026-05-03,routine,Crew C,good,3,2,,schedule_inspection
INS-0001461,AST--RW-POL-006492,2026-01-10,routine,Drone Team 2,fair,2,6,,no_action
INS-0001462,AST--RW-POL-007369,2025-11-19,drone,Crew A,poor,4,3,,monitor
INS-0001463,AST-CQI-POL-005139,2025-11-27,drone,Crew B,very_poor,4,5,,monitor
INS-0001464,AST--RW-TRA-006182,2025-12-04,vegetation,Crew B,good,2,5,,schedule_repair
INS-0001465,AST-TSV-SEC-004362,2025-12-14,routine,Crew B,good,3,6,,no_action
INS-0001466,AST--RW-POL-006775,2025-01-21,vegetation,Crew A,poor,2,7,,schedule_repair
INS-0001467,AST-TSV-POL-003597,2025-02-09,drone,Crew C,fair,2,7,,no_action
INS-0001468,AST-TSV-POL-003807,2026-03-01,drone,Drone Team 1,poor,1,8,,monitor
INS-0001469,AST--RW-POL-007750,2025-05-07,drone,Drone Team 1,good,3,4,,monitor
