asset_id,condition_score,failure_probability_12m,failure_probability_36m,health_band,risk_score,risk_band,risk_drivers,last_scored_at
AST-SEQ-POL-000926,49.0,0.1262,0.2848,poor,60.1,high,age|criticality,2026-05-11
AST-SEQ-POL-000927,61.0,0.0343,0.1029,watch,34.2,medium,criticality,2026-05-03
AST-SEQ-SWI-000928,78.5,0.0189,0.0475,good,29.2,low,criticality,2026-05-04
AST-SEQ-POL-000929,80.8,0.0309,0.0965,good,34.0,medium,criticality|coastal_corrosion,2026-05-15
AST-SEQ-POL-000930,54.1,0.0575,0.1521,poor,54.8,medium,age|criticality,2026-05-12
AST-SEQ-POL-000931,66.7,0.0275,0.0607,watch,44.2,medium,age|criticality|flood_exposure,2026-05-14
AST-SEQ-SWI-000932,64.1,0.0459,0.1381,watch,50.3,medium,age|criticality,2026-05-03
AST-SEQ-POL-000933,78.7,0.0142,0.0449,good,25.7,low,criticality,2026-05-11
AST-SEQ-POL-000934,76.0,0.053,0.125,watch,41.0,medium,criticality|flood_exposure,2026-05-13
AST-SEQ-POL-000935,86.8,0.0075,0.0169,good,23.3,low,criticality,2026-05-17
AST-SEQ-POL-000936,77.5,0.0436,0.0959,good,42.0,medium,criticality,2026-05-10
AST-SEQ-POL-000937,64.2,0.0332,0.101,watch,47.0,medium,criticality,2026-05-08
AST-SEQ-POL-000938,63.5,0.0226,0.0481,watch,52.6,medium,criticality|flood_exposure,2026-05-09
AST-SEQ-POL-000939,57.8,0.1165,0.3727,watch,63.1,high,age|criticality|flood_exposure,2026-05-13
AST-SEQ-POL-000940,83.2,0.008,0.0241,good,28.0,low,criticality|flood_exposure,2026-05-13
AST-SEQ-POL-000941,99,0.0108,0.0336,good,23.9,low,criticality,2026-05-05
AST-SEQ-POL-000942,71.7,0.0481,0.1237,watch,34.0,medium,criticality,2026-05-12
AST-SEQ-POL-000943,76.7,0.0257,0.0599,good,37.9,medium,criticality,2026-05-11
AST-SEQ-POL-000944,49.7,0.0336,0.0993,poor,54.6,medium,age|criticality,2026-05-12
AST-SEQ-CON-000945,54.5,0.0274,0.0603,poor,49.2,medium,age|criticality,2026-05-17
AST-SEQ-POL-000946,57.3,0.0346,0.0887,watch,55.3,medium,age|criticality,2026-05-10
AST-SEQ-POL-000947,85.7,0.0362,0.081,good,35.0,medium,criticality,2026-05-06
AST-SEQ-POL-000948,85.4,0.049,0.1001,good,36.1,medium,criticality,2026-05-13
AST-SEQ-POL-000949,49.3,0.1214,0.3449,poor,60.1,high,age|criticality,2026-05-12
AST-SEQ-CON-000950,82.4,0.045,0.1367,good,35.9,medium,criticality|flood_exposure,2026-05-08
AST-SEQ-POL-000951,47.5,0.0561,0.1579,poor,48.8,medium,age|criticality,2026-05-10
AST-SEQ-SWI-000952,46.8,0.0337,0.0685,poor,54.9,medium,age|criticality,2026-05-04
AST-SEQ-POL-000953,74.4,0.0256,0.073,watch,37.2,medium,criticality,2026-05-08
AST-SEQ-POL-000954,99,0.0512,0.1047,good,32.3,medium,criticality,2026-05-15
AST-SEQ-SWI-000955,62.4,0.04,0.1008,watch,54.5,medium,age|criticality,2026-05-11
AST-SEQ-POL-000956,80.3,0.0583,0.1768,good,37.2,medium,criticality,2026-05-06
AST-SEQ-POL-000957,77.2,0.04,0.1239,good,34.7,medium,criticality,2026-05-05
AST-SEQ-POL-000958,41.9,0.1451,0.3519,poor,58.4,high,age|condition|criticality,2026-05-16
AST-SEQ-POL-000959,60.3,0.082,0.2199,watch,57.4,high,age|criticality,2026-05-07
AST-SEQ-POL-000960,54.6,0.0439,0.1219,poor,51.4,medium,age|criticality,2026-05-14
AST-SEQ-POL-000961,77.7,0.0511,0.1581,good,33.5,medium,criticality,2026-05-03
AST-SEQ-SWI-000962,79.6,0.0562,0.1583,good,43.2,medium,criticality,2026-05-09
AST-SEQ-POL-000963,64.4,0.0592,0.125,watch,51.2,medium,age|criticality,2026-05-16
AST-SEQ-SWI-000964,77.6,0.0292,0.0808,good,35.8,medium,criticality|access_difficulty,2026-05-04
AST-SEQ-POL-000965,91.1,0.0393,0.0942,good,36.1,medium,criticality|cyclone_exposure,2026-05-05
AST-SEQ-POL-000966,77.8,0.0263,0.0543,good,41.3,medium,criticality|flood_exposure,2026-05-16
AST-SEQ-POL-000967,77.8,0.0362,0.081,good,36.3,medium,criticality,2026-05-03
AST-SEQ-CON-000968,78.9,0.051,0.1416,good,34.8,medium,criticality|flood_exposure|cyclone_exposure,2026-05-13
AST-SEQ-POL-000969,89.7,0.0593,0.1371,good,35.0,medium,criticality|flood_exposure,2026-05-09
AST-SEQ-POL-000970,79.6,0.049,0.1484,good,36.2,medium,criticality,2026-05-05
AST-SEQ-POL-000971,82.9,0.0043,0.012,good,19.5,low,,2026-05-12
AST-SEQ-CON-000972,93.9,0.0064,0.019,good,14.5,low,,2026-05-09
AST-SEQ-POL-000973,64.4,0.0528,0.1457,watch,40.5,medium,age|criticality,2026-05-11
AST-SEQ-POL-000974,60.1,0.0223,0.0569,watch,38.9,medium,age|criticality,2026-05-09
AST-SEQ-POL-000975,97.3,0.0193,0.0458,good,30.1,low,,2026-05-03
AST-SEQ-CON-000976,63.1,0.026,0.0822,watch,42.0,medium,age|criticality,2026-05-17
AST-SEQ-POL-000977,60.7,0.0525,0.1259,watch,42.5,medium,age|criticality,2026-05-11
AST-SEQ-TRA-000978,54.9,0.0568,0.1404,poor,46.8,medium,age,2026-05-09
AST-SEQ-POL-000979,90.0,0.0192,0.0486,good,19.7,low,criticality,2026-05-11
AST-SEQ-POL-000980,84.1,0.0103,0.0222,good,17.4,low,,2026-05-08
AST-SEQ-POL-000981,52.4,0.0296,0.061,poor,42.1,medium,age|criticality,2026-05-03
AST-SEQ-TRA-000982,54.4,0.0382,0.0782,poor,43.9,medium,age,2026-05-12
AST-SEQ-POL-000983,73.0,0.0395,0.0996,watch,47.4,medium,criticality|bushfire_exposure,2026-05-14
AST-SEQ-CON-000984,87.0,0.0126,0.0351,good,21.6,low,,2026-05-13
AST-SEQ-POL-000985,88.9,0.0037,0.0105,good,25.6,low,criticality,2026-05-08
AST-SEQ-POL-000986,84.5,0.0044,0.0117,good,25.5,low,,2026-05-08
AST-SEQ-POL-000987,91.6,0.0173,0.0515,good,17.1,low,,2026-05-03
AST-SEQ-POL-000988,99,0.0048,0.0111,good,15.0,low,,2026-05-04
AST-SEQ-CON-000989,87.1,0.0399,0.08,good,34.8,medium,criticality,2026-05-14
AST-SEQ-POL-000990,78.2,0.0238,0.0547,good,36.9,medium,criticality,2026-05-14
AST-SEQ-TRA-000991,79.9,0.0025,0.0075,good,19.6,low,,2026-05-15
AST-SEQ-REC-000992,88.9,0.0159,0.0337,good,3.0,low,,2026-05-08
AST-SEQ-POL-000993,77.6,0.0214,0.0531,good,32.4,medium,criticality,2026-05-12
AST-SEQ-POL-000994,85.9,0.0127,0.04,good,16.7,low,,2026-05-06
AST-SEQ-RIN-000995,88.0,0.0147,0.0299,good,14.5,low,,2026-05-15
AST-SEQ-POL-000996,88.0,0.0166,0.0361,good,27.0,low,,2026-05-16
AST-SEQ-POL-000997,93.2,0.0161,0.0424,good,28.0,low,,2026-05-12
AST-SEQ-POL-000998,76.2,0.054,0.1436,good,33.2,medium,criticality,2026-05-10
AST-SEQ-POL-000999,82.8,0.0062,0.0152,good,26.2,low,,2026-05-10
AST-SEQ-POL-001000,77.1,0.0073,0.0219,good,23.1,low,,2026-05-13
AST-SEQ-POL-001001,59.8,0.0217,0.046,watch,44.1,medium,age|criticality,2026-05-05
AST-SEQ-POL-001002,78.5,0.0059,0.0173,good,27.2,low,,2026-05-06
AST-SEQ-TRA-001003,79.0,0.0055,0.0151,good,13.8,low,,2026-05-16
AST-SEQ-CON-001004,93.6,0.0159,0.0439,good,12.5,low,,2026-05-15
AST-SEQ-TRA-001005,70.6,0.0466,0.1388,watch,39.2,medium,age|criticality,2026-05-10
AST-SEQ-CON-001006,64.3,0.0181,0.0372,watch,27.0,low,age,2026-05-05
AST-SEQ-TRA-001007,83.5,0.0076,0.0203,good,23.4,low,,2026-05-12
AST-SEQ-CON-001008,90.3,0.0136,0.0392,good,21.5,low,criticality,2026-05-17
AST-SEQ-POL-001009,73.9,0.0417,0.0925,watch,35.8,medium,age|criticality,2026-05-13
AST-SEQ-SEC-001010,87.1,0.0114,0.0296,good,21.2,low,,2026-05-12
AST-SEQ-POL-001011,69.7,0.0402,0.0988,watch,35.8,medium,age,2026-05-11
AST-SEQ-POL-001012,83.7,0.0054,0.0149,good,24.3,low,criticality,2026-05-12
AST-SEQ-POL-001013,74.0,0.0305,0.0781,watch,37.9,medium,criticality,2026-05-05
AST-SEQ-POL-001014,61.4,0.0445,0.12,watch,31.5,medium,age,2026-05-17
AST-SEQ-TRA-001015,99,0.017,0.0394,good,9.0,low,,2026-05-09
AST-SEQ-TRA-001016,72.9,0.0437,0.1234,watch,35.7,medium,age|criticality,2026-05-16
AST-SEQ-POL-001017,90.1,0.015,0.0437,good,19.3,low,,2026-05-04
AST-SEQ-POL-001018,52.7,0.0382,0.1059,poor,45.4,medium,age|criticality,2026-05-16
AST-SEQ-POL-001019,61.9,0.0293,0.0898,watch,42.1,medium,age|criticality,2026-05-17
AST-SEQ-POL-001020,73.1,0.0185,0.0432,watch,26.5,low,,2026-05-08
AST-SEQ-POL-001021,69.7,0.0376,0.085,watch,34.7,medium,,2026-05-08
AST-SEQ-POL-001022,62.4,0.0409,0.1193,watch,37.3,medium,age,2026-05-07
AST-SEQ-POL-001023,69.4,0.001,0.0028,watch,28.2,low,,2026-05-16
AST-SEQ-TRA-001024,61.4,0.0537,0.1633,watch,39.1,medium,criticality,2026-05-15
AST-SEQ-POL-001025,99,0.0137,0.0302,good,27.1,low,criticality,2026-05-15
AST-SEQ-CON-001026,87.4,0.0151,0.0386,good,21.6,low,criticality,2026-05-03
AST-SEQ-TRA-001027,78.3,0.0067,0.0187,good,18.9,low,,2026-05-07
AST-SEQ-POL-001028,87.7,0.0171,0.0466,good,26.3,low,criticality,2026-05-08
AST-SEQ-TRA-001029,63.4,0.0027,0.0073,watch,28.6,low,,2026-05-14
AST-SEQ-POL-001030,75.8,0.0059,0.0146,watch,25.7,low,,2026-05-09
AST-SEQ-POL-001031,66.4,0.0166,0.0378,watch,30.9,low,age,2026-05-06
AST-SEQ-TRA-001032,59.1,0.0459,0.1255,watch,38.1,medium,age,2026-05-08
AST-SEQ-POL-001033,83.5,0.0157,0.0413,good,25.5,low,criticality,2026-05-08
AST-SEQ-CON-001034,92.0,0.0143,0.0307,good,20.9,low,,2026-05-11
AST-SEQ-POL-001035,60.4,0.0322,0.0842,watch,36.1,medium,age,2026-05-06
AST-SEQ-TRA-001036,95.5,0.0072,0.0226,good,22.0,low,criticality,2026-05-17
AST-SEQ-POL-001037,86.3,0.0148,0.0371,good,24.7,low,criticality,2026-05-10
AST-SEQ-POL-001038,69.0,0.0485,0.1303,watch,36.5,medium,age|criticality,2026-05-08
AST-SEQ-POL-001039,75.5,0.022,0.0476,watch,38.7,medium,,2026-05-07
AST-SEQ-TRA-001040,59.4,0.0262,0.063,watch,47.3,medium,age|criticality,2026-05-07
AST-SEQ-POL-001041,53.9,0.0522,0.1582,poor,39.6,medium,age,2026-05-04
AST-SEQ-POL-001042,86.1,0.0186,0.0511,good,26.2,low,criticality,2026-05-16
AST-SEQ-POL-001043,62.5,0.028,0.0815,watch,35.9,medium,,2026-05-04
AST-SEQ-TRA-001044,69.0,0.0562,0.1451,watch,33.4,medium,age,2026-05-16
AST-SEQ-POL-001045,90.0,0.0367,0.1023,good,31.2,medium,criticality,2026-05-17
AST-SEQ-POL-001046,67.7,0.0261,0.0561,watch,35.6,medium,,2026-05-15
AST-SEQ-CON-001047,59.4,0.0437,0.1202,watch,41.2,medium,age|criticality,2026-05-11
AST-SEQ-RIN-001048,96.1,0.0039,0.0098,good,19.5,low,,2026-05-03
AST-SEQ-POL-001049,83.2,0.0075,0.022,good,18.7,low,,2026-05-17
AST-SEQ-TRA-001050,66.2,0.0417,0.1018,watch,46.3,medium,criticality,2026-05-11
AST-SEQ-SEC-001051,80.0,0.0436,0.11,good,31.5,medium,criticality,2026-05-08
AST-SEQ-TRA-001052,92.7,0.0143,0.0453,good,15.8,low,,2026-05-10
AST-SEQ-POL-001053,87.1,0.0041,0.011,good,25.6,low,,2026-05-16
AST-SEQ-POL-001054,95.0,0.0184,0.0387,good,20.1,low,criticality,2026-05-06
AST-SEQ-TRA-001055,86.2,0.0113,0.0246,good,30.0,low,criticality,2026-05-17
AST-SEQ-POL-001056,77.6,0.0033,0.0083,good,23.9,low,,2026-05-09
AST-SEQ-TRA-001057,56.0,0.059,0.1858,poor,48.9,medium,age,2026-05-05
AST-SEQ-SWI-001058,80.4,0.0087,0.0222,good,26.1,low,criticality,2026-05-04
AST-SEQ-CON-001059,77.5,0.005,0.0129,good,26.4,low,,2026-05-16
AST-SEQ-CON-001060,77.9,0.052,0.1187,good,31.3,medium,,2026-05-16
AST-SEQ-REC-001061,86.1,0.0025,0.0057,good,29.2,low,,2026-05-16
AST-SEQ-POL-001062,87.7,0.0058,0.0183,good,21.8,low,,2026-05-15
AST-SEQ-POL-001063,82.8,0.011,0.0254,good,25.6,low,,2026-05-05
AST-SEQ-TRA-001064,48.6,0.028,0.0829,poor,49.0,medium,age,2026-05-13
AST-SEQ-POL-001065,78.7,0.0053,0.0132,good,25.5,low,,2026-05-09
AST-SEQ-POL-001066,76.3,0.0563,0.1577,good,34.8,medium,age,2026-05-07
AST-SEQ-POL-001067,73.1,0.0334,0.0955,watch,33.2,medium,,2026-05-12
AST-SEQ-POL-001068,88.7,0.0101,0.0278,good,22.9,low,,2026-05-13
AST-SEQ-REC-001069,87.2,0.0093,0.0275,good,17.4,low,criticality,2026-05-14
AST-SEQ-SEC-001070,71.9,0.0412,0.09,watch,39.5,medium,criticality,2026-05-16
AST-SEQ-POL-001071,67.5,0.0162,0.0343,watch,30.5,low,criticality,2026-05-07
AST-SEQ-CON-001072,75.8,0.033,0.0881,watch,34.3,medium,criticality,2026-05-17
AST-SEQ-POL-001073,77.9,0.0386,0.085,good,39.2,medium,,2026-05-15
AST-SEQ-SEC-001074,65.6,0.0276,0.0622,watch,37.5,medium,age,2026-05-03
AST-SEQ-POL-001075,84.1,0.0294,0.0862,good,34.9,medium,criticality,2026-05-11
AST-SEQ-POL-001076,89.2,0.0045,0.0097,good,25.3,low,,2026-05-17
AST-SEQ-POL-001077,83.8,0.0064,0.0156,good,20.9,low,criticality,2026-05-14
AST-SEQ-POL-001078,94.5,0.0139,0.0425,good,14.5,low,,2026-05-03
AST-SEQ-POL-001079,89.7,0.0146,0.0376,good,30.4,low,criticality,2026-05-03
AST-SEQ-POL-001080,94.8,0.0182,0.0418,good,20.8,low,,2026-05-11
AST-SEQ-SWI-001081,64.2,0.0354,0.0724,watch,39.4,medium,age|flood_exposure,2026-05-07
AST-SEQ-POL-001082,98.6,0.0105,0.0301,good,15.0,low,criticality,2026-05-17
AST-SEQ-POL-001083,81.8,0.0104,0.0315,good,24.6,low,,2026-05-11
AST-SEQ-POL-001084,65.7,0.0442,0.1,watch,31.2,medium,age,2026-05-17
AST-SEQ-CON-001085,77.3,0.0095,0.0268,good,23.2,low,,2026-05-12
AST-SEQ-POL-001086,79.2,0.0108,0.0304,good,25.5,low,,2026-05-11
AST-SEQ-POL-001087,59.2,0.0425,0.1281,watch,33.3,medium,age,2026-05-07
AST-SEQ-SWI-001088,78.9,0.0199,0.0426,good,29.8,low,,2026-05-14
AST-SEQ-POL-001089,81.4,0.0129,0.03,good,29.1,low,criticality,2026-05-05
AST-SEQ-POL-001090,79.3,0.0098,0.0264,good,25.5,low,,2026-05-04
AST-SEQ-RIN-001091,72.7,0.0016,0.0046,watch,22.4,low,criticality,2026-05-08
AST-SEQ-POL-001092,54.3,0.0539,0.116,poor,38.6,medium,age,2026-05-06
AST-SEQ-SWI-001093,74.7,0.0201,0.0578,watch,33.4,medium,criticality,2026-05-12
AST-SEQ-POL-001094,79.7,0.0105,0.0331,good,18.4,low,,2026-05-12
AST-SEQ-TRA-001095,79.9,0.0171,0.0469,good,28.1,low,,2026-05-04
AST-SEQ-POL-001096,68.5,0.0265,0.0781,watch,47.1,medium,age|criticality,2026-05-07
AST-SEQ-POL-001097,58.8,0.0316,0.0979,watch,39.6,medium,age,2026-05-03
AST-SEQ-POL-001098,65.9,0.0196,0.0542,watch,27.7,low,age|criticality,2026-05-14
AST-SEQ-POL-001099,62.3,0.0475,0.1436,watch,42.2,medium,age,2026-05-06
AST-SEQ-POL-001100,71.1,0.0112,0.0244,watch,23.4,low,,2026-05-13
AST-SEQ-POL-001101,93.0,0.0022,0.0057,good,17.3,low,criticality,2026-05-05
AST-SEQ-POL-001102,91.6,0.0167,0.052,good,16.1,low,,2026-05-09
AST-SEQ-POL-001103,62.8,0.0489,0.1039,watch,42.3,medium,age,2026-05-12
AST-SEQ-SWI-001104,62.1,0.0294,0.0625,watch,38.5,medium,,2026-05-08
AST-SEQ-POL-001105,77.4,0.0439,0.1056,good,37.8,medium,,2026-05-03
AST-SEQ-POL-001106,67.0,0.0033,0.0098,watch,30.8,low,,2026-05-13
AST-SEQ-TRA-001107,69.3,0.034,0.0953,watch,32.8,medium,age|criticality,2026-05-17
AST-SEQ-POL-001108,75.9,0.016,0.0369,watch,28.2,low,criticality,2026-05-03
AST-SEQ-POL-001109,92.4,0.0053,0.0131,good,28.4,low,,2026-05-05
AST-SEQ-POL-001110,83.1,0.0096,0.0251,good,27.1,low,criticality,2026-05-09
AST-SEQ-POL-001111,58.0,0.0214,0.0609,watch,42.2,medium,age|criticality,2026-05-09
AST-SEQ-POL-001112,54.7,0.0394,0.101,poor,35.3,medium,age,2026-05-05
AST-SEQ-TRA-001113,85.9,0.0195,0.0575,good,29.9,low,,2026-05-17
AST-SEQ-POL-001114,61.5,0.0363,0.1034,watch,33.2,medium,age,2026-05-13
AST-SEQ-POL-001115,59.7,0.0381,0.0963,watch,46.3,medium,age,2026-05-14
AST-SEQ-POL-001116,90.9,0.0133,0.0347,good,16.6,low,,2026-05-06
AST-SEQ-POL-001117,65.2,0.056,0.1135,watch,39.9,medium,age|criticality,2026-05-15
AST-SEQ-POL-001118,93.8,0.0131,0.0304,good,12.3,low,,2026-05-09
AST-SEQ-POL-001119,78.9,0.0228,0.0489,good,35.2,medium,age,2026-05-08
AST-SEQ-POL-001120,53.7,0.0432,0.0961,poor,39.7,medium,age|criticality,2026-05-05
AST-SEQ-POL-001121,57.6,0.0507,0.1263,watch,39.1,medium,age,2026-05-09
AST-SEQ-POL-001122,65.9,0.0216,0.065,watch,37.3,medium,age|criticality,2026-05-05
AST-SEQ-POL-001123,66.9,0.0223,0.0617,watch,44.6,medium,age|criticality,2026-05-16
AST-SEQ-POL-001124,99,0.0189,0.0474,good,11.0,low,,2026-05-03
AST-SEQ-POL-001125,60.5,0.0539,0.1619,watch,33.8,medium,age,2026-05-12
AST-SEQ-SWI-001126,57.1,0.0269,0.0805,watch,39.9,medium,age,2026-05-10
AST-SEQ-SEC-001127,76.6,0.0346,0.0825,good,37.9,medium,criticality,2026-05-05
AST-SEQ-SEC-001128,67.7,0.0339,0.1016,watch,35.9,medium,,2026-05-15
AST-SEQ-POL-001129,69.3,0.0501,0.1509,watch,34.3,medium,age|criticality,2026-05-15
AST-SEQ-POL-001130,74.1,0.0279,0.0574,watch,31.6,medium,,2026-05-10
AST-SEQ-TRA-001131,70.1,0.0343,0.1084,watch,35.7,medium,age,2026-05-13
AST-SEQ-CON-001132,54.6,0.0542,0.1165,poor,44.3,medium,age,2026-05-04
AST-SEQ-CON-001133,69.2,0.0165,0.0407,watch,31.0,low,age,2026-05-11
AST-SEQ-POL-001134,59.9,0.0349,0.0978,watch,36.3,medium,age|criticality,2026-05-13
AST-SEQ-POL-001135,73.3,0.012,0.0333,watch,28.7,low,criticality,2026-05-05
AST-SEQ-POL-001136,86.5,0.0077,0.0215,good,26.8,low,,2026-05-17
AST-SEQ-POL-001137,50.6,0.0342,0.1074,poor,43.2,medium,age|criticality,2026-05-06
AST-SEQ-POL-001138,90.3,0.0121,0.0269,good,26.4,low,criticality,2026-05-08
AST-SEQ-TRA-001139,62.5,0.0231,0.0516,watch,34.9,medium,age,2026-05-17
AST-SEQ-POL-001140,90.3,0.0065,0.0168,good,24.5,low,,2026-05-15
AST-SEQ-POL-001141,87.1,0.0157,0.0374,good,19.4,low,,2026-05-07
AST-SEQ-TRA-001142,79.3,0.019,0.0525,good,29.0,low,,2026-05-06
AST-SEQ-POL-001143,64.3,0.0527,0.1134,watch,32.5,medium,age,2026-05-15
AST-SEQ-TRA-001144,70.5,0.059,0.1582,watch,36.1,medium,age|criticality,2026-05-10
AST-SEQ-POL-001145,73.0,0.0051,0.0103,watch,27.7,low,criticality,2026-05-13
AST-SEQ-POL-001146,85.2,0.0019,0.0053,good,17.5,low,,2026-05-08
AST-SEQ-POL-001147,60.6,0.0104,0.0241,watch,28.4,low,,2026-05-07
AST-SEQ-TRA-001148,91.5,0.0169,0.0464,good,17.8,low,,2026-05-16
AST-SEQ-POL-001149,71.9,0.0363,0.1089,watch,36.1,medium,age|criticality,2026-05-09
AST-SEQ-SWI-001150,84.5,0.0093,0.0229,good,24.8,low,,2026-05-08
AST-SEQ-POL-001151,64.4,0.0083,0.0196,watch,29.3,low,age,2026-05-07
AST-SEQ-POL-001152,80.4,0.0046,0.0122,good,28.5,low,,2026-05-03
AST-SEQ-CON-001153,87.8,0.0098,0.0274,good,19.2,low,criticality,2026-05-04
AST-SEQ-POL-001154,58.0,0.0329,0.0986,watch,44.3,medium,age,2026-05-11
AST-SEQ-SEC-001155,62.9,0.0325,0.0994,watch,40.5,medium,age,2026-05-08
AST-SEQ-POL-001156,75.1,0.0408,0.1284,watch,31.6,medium,criticality,2026-05-10
AST-SEQ-TRA-001157,82.2,0.0103,0.0328,good,17.9,low,,2026-05-03
AST-SEQ-CON-001158,66.4,0.0485,0.1518,watch,33.7,medium,age,2026-05-07
AST-SEQ-SWI-001159,65.3,0.0477,0.1015,watch,43.5,medium,age|criticality,2026-05-16
AST-SEQ-TRA-001160,74.6,0.0092,0.0208,watch,29.0,low,,2026-05-05
AST-SEQ-POL-001161,65.3,0.0507,0.1586,watch,36.1,medium,age|criticality,2026-05-04
AST-SEQ-TRA-001162,99,0.0078,0.016,good,18.7,low,,2026-05-07
AST-SEQ-TRA-001163,69.2,0.0516,0.1499,watch,37.3,medium,criticality,2026-05-07
AST-SEQ-POL-001164,75.1,0.0248,0.058,watch,33.4,medium,age,2026-05-11
AST-SEQ-TRA-001165,55.6,0.0359,0.0887,poor,47.9,medium,age|criticality,2026-05-14
AST-SEQ-POL-001166,82.4,0.0017,0.0041,good,28.3,low,criticality,2026-05-06
AST-SEQ-SWI-001167,50.7,0.0249,0.0574,poor,40.2,medium,age|criticality,2026-05-17
AST-SEQ-TRA-001168,80.4,0.0067,0.0172,good,21.9,low,,2026-05-14
AST-SEQ-POL-001169,63.7,0.0144,0.0422,watch,31.0,low,,2026-05-09
AST-SEQ-POL-001170,86.7,0.0107,0.0269,good,27.1,low,criticality,2026-05-14
AST-SEQ-POL-001171,89.3,0.0047,0.0108,good,27.0,low,,2026-05-11
AST-SEQ-POL-001172,99,0.011,0.0226,good,16.0,low,criticality,2026-05-14
AST-SEQ-TRA-001173,92.8,0.0178,0.0375,good,17.6,low,criticality,2026-05-03
AST-SEQ-CON-001174,85.1,0.0029,0.0091,good,28.7,low,criticality|flood_exposure,2026-05-16
AST-SEQ-POL-001175,57.8,0.0487,0.1553,watch,51.2,medium,age|criticality,2026-05-09
AST-SEQ-CON-001176,89.0,0.0068,0.0176,good,21.5,low,criticality,2026-05-05
AST-SEQ-TRA-001177,91.4,0.0174,0.0473,good,20.8,low,,2026-05-08
AST-SEQ-POL-001178,61.6,0.0335,0.0854,watch,42.8,medium,age,2026-05-09
AST-SEQ-POL-001179,71.6,0.0514,0.1444,watch,38.7,medium,age|criticality,2026-05-06
AST-SEQ-POL-001180,65.5,0.0505,0.1575,watch,42.6,medium,age|criticality,2026-05-14
AST-SEQ-CON-001181,89.8,0.0049,0.0143,good,17.3,low,,2026-05-12
AST-SEQ-TRA-001182,70.4,0.0164,0.0431,watch,21.1,low,,2026-05-10
AST-SEQ-POL-001183,69.3,0.0395,0.1089,watch,35.5,medium,age|criticality,2026-05-08
AST-SEQ-REC-001184,93.4,0.0146,0.0404,good,10.2,low,criticality,2026-05-14
AST-SEQ-POL-001185,64.2,0.0066,0.0196,watch,26.8,low,age,2026-05-08
AST-SEQ-SEC-001186,84.5,0.0106,0.0243,good,22.6,low,,2026-05-14
AST-SEQ-SWI-001187,85.8,0.0158,0.0346,good,22.3,low,,2026-05-12
AST-SEQ-REC-001188,78.5,0.0021,0.006,good,22.3,low,,2026-05-15
AST-SEQ-POL-001189,69.3,0.0306,0.0807,watch,38.7,medium,age|criticality,2026-05-16
AST-SEQ-POL-001190,60.1,0.027,0.0791,watch,49.9,medium,age|criticality,2026-05-09
AST-SEQ-TRA-001191,74.9,0.0368,0.0777,watch,31.6,medium,,2026-05-08
AST-SEQ-POL-001192,84.1,0.0177,0.0476,good,26.6,low,,2026-05-16
AST-SEQ-POL-001193,94.5,0.0077,0.0226,good,22.4,low,,2026-05-14
AST-SEQ-POL-001194,79.0,0.0123,0.0286,good,30.7,low,criticality,2026-05-15
AST-SEQ-POL-001195,49.6,0.0203,0.0479,poor,41.3,medium,age,2026-05-17
AST-SEQ-POL-001196,63.6,0.0281,0.0568,watch,36.4,medium,age|criticality,2026-05-11
AST-SEQ-POL-001197,82.7,0.0142,0.0333,good,20.5,low,,2026-05-17
AST-SEQ-RIN-001198,81.8,0.043,0.1087,good,31.4,medium,criticality,2026-05-17
AST-SEQ-SWI-001199,68.7,0.0503,0.1343,watch,41.6,medium,age|criticality,2026-05-10
AST-SEQ-POL-001200,78.5,0.0061,0.0172,good,24.4,low,,2026-05-03
AST-SEQ-POL-001201,91.1,0.0016,0.0046,good,16.7,low,criticality,2026-05-08
AST-SEQ-POL-001202,66.1,0.0446,0.1173,watch,32.9,medium,age,2026-05-07
AST-SEQ-POL-001203,55.0,0.0467,0.1249,poor,38.2,medium,age|criticality,2026-05-17
AST-SEQ-POL-001204,78.3,0.0193,0.0583,good,24.1,low,criticality,2026-05-10
AST-SEQ-SWI-001205,50.4,0.0388,0.0895,poor,41.5,medium,age|criticality,2026-05-13
AST-SEQ-POL-001206,67.0,0.0456,0.1023,watch,34.8,medium,age,2026-05-12
AST-SEQ-SWI-001207,87.1,0.0053,0.012,good,21.7,low,criticality,2026-05-10
AST-SEQ-CON-001208,75.2,0.0381,0.0961,watch,35.5,medium,,2026-05-16
AST-SEQ-POL-001209,50.1,0.0284,0.0587,poor,53.0,medium,age|criticality,2026-05-13
AST-SEQ-POL-001210,84.6,0.0445,0.092,good,33.5,medium,criticality,2026-05-15
AST-SEQ-POL-001211,77.5,0.0047,0.0108,good,29.9,low,age|criticality,2026-05-13
AST-SEQ-POL-001212,77.0,0.0065,0.0142,good,30.3,low,criticality,2026-05-05
AST-SEQ-TRA-001213,92.8,0.0167,0.0421,good,17.0,low,criticality,2026-05-16
AST-SEQ-POL-001214,93.1,0.0167,0.0381,good,30.3,low,criticality,2026-05-11
AST-SEQ-POL-001215,72.7,0.0364,0.1111,watch,34.4,medium,age,2026-05-07
AST-SEQ-SEC-001216,58.9,0.0222,0.0457,watch,34.6,medium,,2026-05-15
AST-SEQ-RIN-001217,82.0,0.0055,0.0171,good,27.6,low,,2026-05-12
AST-SEQ-SEC-001218,55.9,0.0231,0.0488,poor,34.9,medium,age|criticality,2026-05-14
