work_order_id,asset_id,feeder_id,region_id,work_type,priority,status,created_date,scheduled_date,completed_date,estimated_hours,estimated_cost_aud,crew_type,depot_id
WO-0000872,AST-MKY-POL-002917,FDR-MKY-0057,REG-MKY,replacement,medium,in_progress,2025-03-17,2025-04-01,,24.3,8746.94,vegetation_crew,DEP-MKY-0004
WO-0000873,AST--RW-POL-007514,FDR--RW-0124,REG-RW,vegetation_treatment,high,cancelled,2025-07-08,2025-09-12,,21.5,7684.54,vegetation_crew,DEP--RW-0013
WO-0000874,AST-CQI-REC-005305,FDR-CQI-0095,REG-CQI,repair,low,completed,2025-06-01,2025-07-12,2025-07-19,14.3,7956.15,vegetation_crew,DEP-CQI-0009
WO-0000875,AST-SEQ-SWI-002141,FDR-SEQ-0041,REG-SEQ,inspection,urgent,cancelled,2024-11-14,2025-01-07,,27.3,18312.8,drone_team,DEP-SEQ-0003
WO-0000876,AST-TSV-POL-004107,FDR-TSV-0077,REG-TSV,vegetation_treatment,medium,completed,2024-08-30,2024-09-29,2024-10-09,32.5,14088.66,line_crew,DEP-TSV-0006
WO-0000877,AST-SEQ-POL-000540,FDR-SEQ-0010,REG-SEQ,repair,medium,draft,2025-11-05,2026-02-01,,6.8,12929.07,drone_team,DEP-SEQ-0001
WO-0000878,AST-TSV-CON-004610,FDR-TSV-0085,REG-TSV,planned_maintenance,urgent,cancelled,2024-06-30,2024-09-08,,11.1,12819.48,line_crew,DEP-TSV-0008
WO-0000879,,FDR-SEQ-0028,REG-SEQ,vegetation_treatment,low,scheduled,2024-08-08,2024-10-23,,16.3,5687.26,line_crew,DEP-SEQ-0002
WO-0000880,,FDR-SEQ-0006,REG-SEQ,vegetation_treatment,low,completed,2024-07-24,2024-08-13,2024-09-07,33.5,18183.91,drone_team,DEP-SEQ-0003
WO-0000881,,FDR-SEQ-0015,REG-SEQ,repair,medium,in_progress,2025-09-23,2025-12-03,,31.4,11913.65,substation_crew,DEP-SEQ-0001
WO-0000882,,FDR-TSV-0073,REG-TSV,vegetation_treatment,low,approved,2025-01-04,2025-03-30,,22.4,6732.84,line_crew,DEP-TSV-0006
WO-0000883,AST-CQI-POL-005927,FDR-CQI-0105,REG-CQI,planned_maintenance,high,completed,2024-07-12,2024-08-23,2024-09-06,22.7,12113.9,substation_crew,DEP-CQI-0009
WO-0000884,AST-MKY-RIN-002795,FDR-MKY-0056,REG-MKY,repair,low,scheduled,2025-10-17,2025-12-13,,14.7,11781.35,line_crew,DEP-MKY-0005
WO-0000885,AST-CQI-POL-005117,FDR-CQI-0092,REG-CQI,repair,low,completed,2025-07-20,2025-10-08,2025-10-30,14.1,9214.37,substation_crew,DEP-CQI-0010
WO-0000886,AST--RW-SEC-006257,FDR--RW-0110,REG-RW,replacement,high,scheduled,2025-01-26,2025-04-19,,24.8,6410.82,vegetation_crew,DEP--RW-0011
WO-0000887,AST-SEQ-POL-000668,FDR-SEQ-0012,REG-SEQ,replacement,medium,scheduled,2025-05-02,2025-05-27,,25.4,6585.76,line_crew,DEP-SEQ-0001
WO-0000888,AST--RW-POL-006571,FDR--RW-0114,REG-RW,repair,low,in_progress,2025-10-01,2025-10-14,,30.3,10950.59,drone_team,DEP--RW-0012
WO-0000889,AST-TSV-TRA-003920,FDR-TSV-0074,REG-TSV,vegetation_treatment,high,draft,2025-10-21,2025-10-26,,8.1,7080.46,vegetation_crew,DEP-TSV-0007
WO-0000890,AST--RW-POL-007569,FDR--RW-0125,REG-RW,replacement,medium,completed,2024-11-21,2024-12-16,2025-01-11,6.0,8948.23,substation_crew,DEP--RW-0011
WO-0000891,,FDR-MKY-0055,REG-MKY,repair,medium,scheduled,2025-01-05,2025-03-29,,11.9,5289.92,line_crew,DEP-MKY-0005
WO-0000892,AST-CQI-POL-006076,FDR-CQI-0108,REG-CQI,repair,low,completed,2025-10-31,2025-12-23,2025-12-28,2.6,12139.88,vegetation_crew,DEP-CQI-0009
WO-0000893,AST--RW-POL-007875,FDR--RW-0127,REG-RW,repair,low,completed,2025-07-15,2025-09-30,2025-10-05,34.7,14225.05,substation_crew,DEP--RW-0012
WO-0000894,AST-CQI-POL-005664,FDR-CQI-0100,REG-CQI,vegetation_treatment,high,in_progress,2026-02-14,2026-03-03,,33.5,20159.51,line_crew,DEP-CQI-0009
WO-0000895,AST-SEQ-POL-000014,FDR-SEQ-0001,REG-SEQ,planned_maintenance,medium,scheduled,2024-06-04,2024-08-09,,27.7,19727.11,line_crew,DEP-SEQ-0002
WO-0000896,AST--RW-POL-007252,FDR--RW-0121,REG-RW,inspection,high,completed,2025-02-15,2025-03-30,2025-04-14,3.6,5444.16,drone_team,DEP--RW-0011
WO-0000897,AST-SEQ-SWI-000174,FDR-SEQ-0004,REG-SEQ,vegetation_treatment,medium,scheduled,2025-05-08,2025-06-02,,11.0,10476.58,drone_team,DEP-SEQ-0002
WO-0000898,,FDR-SEQ-0041,REG-SEQ,inspection,high,scheduled,2025-03-02,2025-03-04,,17.5,11005.53,drone_team,DEP-SEQ-0001
WO-0000899,,FDR-CQI-0093,REG-CQI,replacement,medium,draft,2024-06-01,2024-07-19,,28.8,6361.6,vegetation_crew,DEP-CQI-0010
WO-0000900,AST-TSV-POL-003563,FDR-TSV-0068,REG-TSV,inspection,high,completed,2026-04-30,2026-05-18,2026-05-30,8.9,5312.24,substation_crew,DEP-TSV-0007
WO-0000901,AST-SEQ-POL-000760,FDR-SEQ-0014,REG-SEQ,vegetation_treatment,medium,scheduled,2025-03-22,2025-06-07,,16.7,13430.15,line_crew,DEP-SEQ-0003
WO-0000902,,FDR-MKY-0045,REG-MKY,inspection,high,in_progress,2024-07-10,2024-10-06,,14.9,7498.86,drone_team,DEP-MKY-0004
WO-0000903,AST-TSV-POL-004407,FDR-TSV-0081,REG-TSV,vegetation_treatment,high,completed,2024-12-01,2024-12-07,2024-12-08,21.5,18019.01,vegetation_crew,DEP-TSV-0006
WO-0000904,AST-SEQ-POL-000541,FDR-SEQ-0010,REG-SEQ,inspection,high,completed,2024-10-01,2024-10-30,2024-11-10,31.3,13239.9,drone_team,DEP-SEQ-0003
WO-0000905,AST-CQI-POL-005141,FDR-CQI-0093,REG-CQI,planned_maintenance,high,scheduled,2025-02-03,2025-04-27,,11.1,8608.68,vegetation_crew,DEP-CQI-0010
WO-0000906,,FDR-SEQ-0010,REG-SEQ,replacement,low,completed,2024-10-20,2024-10-31,2024-11-30,15.5,10759.99,substation_crew,DEP-SEQ-0001
WO-0000907,AST--RW-POL-007802,FDR--RW-0127,REG-RW,replacement,medium,completed,2024-10-30,2024-12-30,2025-01-04,10.4,14261.95,line_crew,DEP--RW-0012
WO-0000908,,FDR-TSV-0088,REG-TSV,access_remediation,high,completed,2026-03-20,2026-06-08,2026-06-25,27.2,8383.63,drone_team,DEP-TSV-0007
WO-0000909,,FDR-SEQ-0016,REG-SEQ,access_remediation,low,scheduled,2024-12-16,2025-02-19,,12.6,13744.3,drone_team,DEP-SEQ-0002
WO-0000910,,FDR-CQI-0105,REG-CQI,vegetation_treatment,low,in_progress,2025-01-31,2025-04-13,,3.6,8902.94,vegetation_crew,DEP-CQI-0010
WO-0000911,AST-SEQ-POL-000454,FDR-SEQ-0009,REG-SEQ,access_remediation,high,in_progress,2024-12-12,2024-12-24,,24.7,10887.54,drone_team,DEP-SEQ-0003
WO-0000912,AST-CQI-POL-005377,FDR-CQI-0096,REG-CQI,repair,medium,completed,2024-07-23,2024-09-25,2024-10-02,19.2,8053.7,line_crew,DEP-CQI-0010
WO-0000913,,FDR-TSV-0072,REG-TSV,repair,high,completed,2025-11-16,2025-12-07,2026-01-05,10.3,3551.74,substation_crew,DEP-TSV-0007
WO-0000914,,FDR-MKY-0045,REG-MKY,planned_maintenance,low,scheduled,2025-12-20,2026-03-13,,5.6,5393.5,substation_crew,DEP-MKY-0004
WO-0000915,AST-MKY-TRA-002339,FDR-MKY-0045,REG-MKY,storm_response,medium,in_progress,2024-11-03,2025-01-07,,25.1,17575.89,substation_crew,DEP-MKY-0005
WO-0000916,AST-TSV-POL-003312,FDR-TSV-0065,REG-TSV,inspection,medium,completed,2025-10-25,2025-11-13,2025-11-14,29.1,16715.05,substation_crew,DEP-TSV-0007
WO-0000917,,FDR-SEQ-0008,REG-SEQ,storm_response,medium,in_progress,2025-10-18,2025-11-29,,15.6,12868.52,line_crew,DEP-SEQ-0002
WO-0000918,AST--RW-POL-006301,FDR--RW-0110,REG-RW,repair,medium,scheduled,2024-12-26,2025-01-20,,34.1,12556.25,drone_team,DEP--RW-0011
WO-0000919,AST-TSV-POL-003834,FDR-TSV-0073,REG-TSV,access_remediation,medium,in_progress,2025-09-16,2025-12-10,,17.0,11880.26,drone_team,DEP-TSV-0008
WO-0000920,AST-MKY-TRA-003168,FDR-MKY-0062,REG-MKY,planned_maintenance,medium,completed,2025-05-25,2025-08-20,2025-08-20,5.1,10336.98,substation_crew,DEP-MKY-0004
WO-0000921,AST-CQI-POL-005713,FDR-CQI-0101,REG-CQI,vegetation_treatment,medium,approved,2026-04-12,2026-05-22,,8.9,3012.12,line_crew,DEP-CQI-0009
WO-0000922,,FDR-CQI-0096,REG-CQI,repair,medium,scheduled,2025-08-13,2025-08-30,,18.0,5603.58,substation_crew,DEP-CQI-0010
WO-0000923,AST-CQI-REC-005959,FDR-CQI-0105,REG-CQI,vegetation_treatment,medium,in_progress,2025-04-22,2025-05-22,,24.2,10158.25,drone_team,DEP-CQI-0009
WO-0000924,AST-MKY-REC-002822,FDR-MKY-0056,REG-MKY,repair,medium,completed,2024-06-02,2024-07-10,2024-08-03,23.9,13010.92,vegetation_crew,DEP-MKY-0005
WO-0000925,AST-CQI-POL-005141,FDR-CQI-0093,REG-CQI,replacement,urgent,scheduled,2025-12-10,2026-02-05,,20.2,10976.97,substation_crew,DEP-CQI-0010
WO-0000926,AST--RW-TRA-006347,FDR--RW-0111,REG-RW,repair,medium,draft,2024-10-29,2025-01-24,,35.0,10714.03,substation_crew,DEP--RW-0011
WO-0000927,AST-SEQ-POL-002041,FDR-SEQ-0039,REG-SEQ,replacement,medium,completed,2025-01-10,2025-03-08,2025-03-09,35.3,17178.03,vegetation_crew,DEP-SEQ-0003
WO-0000928,,FDR-TSV-0085,REG-TSV,vegetation_treatment,urgent,approved,2025-09-15,2025-12-12,,32.7,18356.69,substation_crew,DEP-TSV-0007
WO-0000929,,FDR-CQI-0108,REG-CQI,vegetation_treatment,low,completed,2025-06-27,2025-08-11,2025-08-29,23.1,8749.23,drone_team,DEP-CQI-0010
WO-0000930,,FDR-CQI-0102,REG-CQI,replacement,medium,scheduled,2026-01-24,2026-03-01,,10.8,5041.43,drone_team,DEP-CQI-0010
WO-0000931,AST--RW-CON-007228,FDR--RW-0121,REG-RW,repair,medium,completed,2024-12-03,2025-01-10,2025-02-09,22.6,13173.9,vegetation_crew,DEP--RW-0011
WO-0000932,AST-TSV-POL-004573,FDR-TSV-0084,REG-TSV,storm_response,high,scheduled,2025-08-06,2025-09-11,,25.3,18338.78,vegetation_crew,DEP-TSV-0007
WO-0000933,AST-CQI-SWI-005919,FDR-CQI-0105,REG-CQI,inspection,high,completed,2024-07-22,2024-09-01,2024-09-05,13.3,14054.45,vegetation_crew,DEP-CQI-0010
WO-0000934,AST-CQI-POL-005375,FDR-CQI-0096,REG-CQI,vegetation_treatment,high,scheduled,2025-12-15,2026-03-03,,6.5,2541.29,substation_crew,DEP-CQI-0009
WO-0000935,AST-SEQ-REC-001391,FDR-SEQ-0026,REG-SEQ,inspection,medium,in_progress,2025-05-26,2025-06-16,,25.1,9706.12,substation_crew,DEP-SEQ-0001
WO-0000936,,FDR-SEQ-0004,REG-SEQ,storm_response,high,approved,2025-05-25,2025-08-11,,18.2,14313.44,drone_team,DEP-SEQ-0002
WO-0000937,AST-MKY-TRA-002747,FDR-MKY-0055,REG-MKY,repair,high,completed,2026-01-07,2026-03-16,2026-03-22,31.6,9363.63,substation_crew,DEP-MKY-0005
WO-0000938,AST-SEQ-TRA-000713,FDR-SEQ-0013,REG-SEQ,vegetation_treatment,low,scheduled,2025-03-10,2025-04-29,,5.2,9265.91,substation_crew,DEP-SEQ-0001
WO-0000939,AST-CQI-POL-005875,FDR-CQI-0104,REG-CQI,planned_maintenance,medium,completed,2026-02-25,2026-05-04,2026-06-01,4.1,9417.84,vegetation_crew,DEP-CQI-0010
WO-0000940,AST-TSV-POL-004450,FDR-TSV-0082,REG-TSV,inspection,low,scheduled,2026-03-20,2026-06-02,,14.5,5376.96,drone_team,DEP-TSV-0008
WO-0000941,AST-TSV-POL-003385,FDR-TSV-0066,REG-TSV,replacement,low,scheduled,2025-05-21,2025-06-27,,21.8,9164.48,substation_crew,DEP-TSV-0006
WO-0000942,,FDR-MKY-0058,REG-MKY,storm_response,urgent,scheduled,2025-12-07,2026-02-01,,16.3,8750.62,vegetation_crew,DEP-MKY-0005
WO-0000943,AST-MKY-POL-003210,FDR-MKY-0062,REG-MKY,storm_response,high,scheduled,2024-10-08,2024-11-10,,21.5,17688.75,vegetation_crew,DEP-MKY-0004
WO-0000944,,FDR-TSV-0067,REG-TSV,vegetation_treatment,medium,scheduled,2026-03-21,2026-05-17,,17.1,14902.41,substation_crew,DEP-TSV-0007
WO-0000945,,FDR-MKY-0044,REG-MKY,repair,medium,approved,2025-08-13,2025-11-04,,8.2,10584.32,drone_team,DEP-MKY-0004
WO-0000946,AST-SEQ-POL-000598,FDR-SEQ-0011,REG-SEQ,vegetation_treatment,medium,approved,2025-02-04,2025-02-12,,20.8,12770.15,substation_crew,DEP-SEQ-0003
WO-0000947,AST-TSV-POL-003972,FDR-TSV-0075,REG-TSV,storm_response,low,in_progress,2025-03-17,2025-05-09,,5.1,11027.86,vegetation_crew,DEP-TSV-0008
WO-0000948,,FDR-CQI-0097,REG-CQI,repair,medium,scheduled,2025-10-05,2025-10-25,,24.4,15884.35,line_crew,DEP-CQI-0009
WO-0000949,,FDR-CQI-0103,REG-CQI,repair,urgent,in_progress,2025-07-18,2025-08-14,,15.7,6660.25,drone_team,DEP-CQI-0010
WO-0000950,AST-SEQ-TRA-000416,FDR-SEQ-0008,REG-SEQ,inspection,high,completed,2025-09-14,2025-10-15,2025-10-21,6.2,10274.27,vegetation_crew,DEP-SEQ-0001
WO-0000951,,FDR-MKY-0047,REG-MKY,planned_maintenance,urgent,completed,2026-04-24,2026-07-18,2026-07-26,27.8,6957.13,drone_team,DEP-MKY-0004
WO-0000952,,FDR-SEQ-0001,REG-SEQ,planned_maintenance,medium,cancelled,2025-01-23,2025-04-13,,22.3,17606.87,drone_team,DEP-SEQ-0001
WO-0000953,,FDR--RW-0119,REG-RW,repair,high,scheduled,2026-02-12,2026-03-19,,18.6,7630.53,substation_crew,DEP--RW-0012
WO-0000954,AST-MKY-SWI-002457,FDR-MKY-0047,REG-MKY,vegetation_treatment,medium,scheduled,2024-11-16,2024-12-23,,8.4,7866.73,vegetation_crew,DEP-MKY-0005
WO-0000955,AST-SEQ-POL-001154,FDR-SEQ-0021,REG-SEQ,inspection,high,completed,2025-02-13,2025-04-17,2025-05-14,21.3,15646.63,drone_team,DEP-SEQ-0002
WO-0000956,AST-MKY-POL-002192,FDR-MKY-0043,REG-MKY,inspection,medium,in_progress,2026-02-17,2026-04-11,,20.7,7053.29,drone_team,DEP-MKY-0005
WO-0000957,,FDR-MKY-0043,REG-MKY,access_remediation,medium,cancelled,2024-08-09,2024-09-18,,28.1,17386.32,drone_team,DEP-MKY-0005
WO-0000958,AST-TSV-POL-004346,FDR-TSV-0081,REG-TSV,vegetation_treatment,medium,approved,2024-08-20,2024-10-20,,11.4,14957.47,vegetation_crew,DEP-TSV-0008
WO-0000959,AST--RW-POL-007899,FDR--RW-0128,REG-RW,vegetation_treatment,medium,cancelled,2026-05-09,2026-06-04,,9.4,12558.04,drone_team,DEP--RW-0011
WO-0000960,,FDR-SEQ-0009,REG-SEQ,planned_maintenance,low,scheduled,2025-03-16,2025-06-03,,32.8,15156.48,vegetation_crew,DEP-SEQ-0001
WO-0000961,AST--RW-POL-007579,FDR--RW-0125,REG-RW,inspection,medium,completed,2025-04-17,2025-07-01,2025-07-25,7.5,3411.03,vegetation_crew,DEP--RW-0011
WO-0000962,AST-TSV-POL-003602,FDR-TSV-0069,REG-TSV,repair,high,completed,2024-05-21,2024-06-14,2024-06-30,27.5,16685.1,substation_crew,DEP-TSV-0006
WO-0000963,AST-MKY-POL-002617,FDR-MKY-0050,REG-MKY,storm_response,low,scheduled,2025-04-25,2025-05-09,,28.5,9428.78,vegetation_crew,DEP-MKY-0005
WO-0000964,,FDR-MKY-0050,REG-MKY,vegetation_treatment,high,completed,2024-08-09,2024-09-17,2024-10-08,17.6,12823.06,substation_crew,DEP-MKY-0004
WO-0000965,,FDR--RW-0117,REG-RW,repair,medium,approved,2025-03-17,2025-05-06,,32.9,20609.81,vegetation_crew,DEP--RW-0011
WO-0000966,,FDR-TSV-0069,REG-TSV,repair,high,in_progress,2025-09-01,2025-10-22,,26.2,11365.09,line_crew,DEP-TSV-0006
WO-0000967,AST-SEQ-SEC-000822,FDR-SEQ-0015,REG-SEQ,replacement,low,cancelled,2025-08-01,2025-10-25,,13.1,7780.83,substation_crew,DEP-SEQ-0001
WO-0000968,AST--RW-POL-006267,FDR--RW-0110,REG-RW,replacement,urgent,cancelled,2024-11-04,2024-12-24,,21.2,15316.99,drone_team,DEP--RW-0011
WO-0000969,AST-TSV-POL-003511,FDR-TSV-0067,REG-TSV,planned_maintenance,high,in_progress,2026-01-16,2026-04-10,,7.7,2682.75,substation_crew,DEP-TSV-0006
WO-0000970,AST-TSV-POL-004410,FDR-TSV-0081,REG-TSV,vegetation_treatment,medium,in_progress,2026-03-10,2026-03-25,,4.5,10163.82,vegetation_crew,DEP-TSV-0006
WO-0000971,,FDR-SEQ-0013,REG-SEQ,planned_maintenance,medium,completed,2025-10-11,2025-10-23,2025-10-26,28.5,14337.06,line_crew,DEP-SEQ-0002
WO-0000972,AST--RW-POL-007331,FDR--RW-0122,REG-RW,vegetation_treatment,low,completed,2026-03-02,2026-03-17,2026-04-06,30.5,13477.78,drone_team,DEP--RW-0013
WO-0000973,AST--RW-POL-006674,FDR--RW-0115,REG-RW,vegetation_treatment,medium,completed,2025-07-31,2025-09-07,2025-09-16,34.1,11065.41,drone_team,DEP--RW-0011
WO-0000974,AST-TSV-CON-004050,FDR-TSV-0076,REG-TSV,vegetation_treatment,medium,completed,2026-02-14,2026-03-01,2026-03-29,30.7,8607.89,substation_crew,DEP-TSV-0006
WO-0000975,AST-SEQ-REC-000118,FDR-SEQ-0003,REG-SEQ,vegetation_treatment,low,in_progress,2025-03-27,2025-05-12,,32.8,20215.61,substation_crew,DEP-SEQ-0003
WO-0000976,AST-TSV-POL-003358,FDR-TSV-0066,REG-TSV,replacement,urgent,in_progress,2024-06-02,2024-07-04,,4.3,5668.41,line_crew,DEP-TSV-0006
WO-0000977,,FDR-MKY-0059,REG-MKY,replacement,low,completed,2025-11-26,2026-02-22,2026-03-20,3.2,12892.21,substation_crew,DEP-MKY-0005
WO-0000978,AST--RW-POL-006356,FDR--RW-0111,REG-RW,storm_response,low,completed,2024-05-29,2024-05-31,2024-05-31,14.8,10144.32,drone_team,DEP--RW-0013
WO-0000979,AST-SEQ-POL-001525,FDR-SEQ-0028,REG-SEQ,inspection,low,scheduled,2025-05-21,2025-08-04,,7.4,6171.96,drone_team,DEP-SEQ-0002
WO-0000980,AST-SEQ-POL-000325,FDR-SEQ-0007,REG-SEQ,storm_response,medium,completed,2025-11-10,2025-11-17,2025-11-17,23.9,14636.26,drone_team,DEP-SEQ-0001
WO-0000981,AST--RW-TRA-006310,FDR--RW-0110,REG-RW,inspection,urgent,in_progress,2025-03-01,2025-03-30,,29.5,9932.09,line_crew,DEP--RW-0011
WO-0000982,,FDR-SEQ-0017,REG-SEQ,access_remediation,medium,completed,2025-02-22,2025-03-13,2025-03-21,22.3,7027.32,line_crew,DEP-SEQ-0001
WO-0000983,AST-CQI-POL-005856,FDR-CQI-0104,REG-CQI,vegetation_treatment,high,completed,2025-07-16,2025-08-22,2025-09-08,22.8,8169.4,drone_team,DEP-CQI-0010
WO-0000984,AST-SEQ-POL-000367,FDR-SEQ-0008,REG-SEQ,vegetation_treatment,low,completed,2026-04-18,2026-07-05,2026-08-02,4.1,6542.73,line_crew,DEP-SEQ-0002
WO-0000985,AST-TSV-POL-004509,FDR-TSV-0083,REG-TSV,vegetation_treatment,high,scheduled,2025-05-18,2025-07-31,,3.0,10514.78,vegetation_crew,DEP-TSV-0008
WO-0000986,,FDR--RW-0124,REG-RW,planned_maintenance,urgent,in_progress,2025-04-24,2025-05-18,,11.5,10445.18,line_crew,DEP--RW-0011
WO-0000987,AST-SEQ-TRA-001556,FDR-SEQ-0029,REG-SEQ,inspection,medium,scheduled,2025-06-21,2025-07-29,,35.9,10031.92,vegetation_crew,DEP-SEQ-0002
WO-0000988,,FDR--RW-0115,REG-RW,inspection,high,draft,2026-01-16,2026-03-07,,20.3,9131.05,line_crew,DEP--RW-0011
WO-0000989,AST-SEQ-SWI-000504,FDR-SEQ-0010,REG-SEQ,planned_maintenance,high,approved,2025-12-12,2026-02-14,,18.3,7365.2,line_crew,DEP-SEQ-0002
WO-0000990,AST-MKY-TRA-002339,FDR-MKY-0045,REG-MKY,vegetation_treatment,medium,scheduled,2025-12-24,2026-02-01,,35.8,13024.27,line_crew,DEP-MKY-0005
WO-0000991,AST--RW-POL-006865,FDR--RW-0117,REG-RW,inspection,medium,in_progress,2026-01-02,2026-03-08,,26.9,18072.42,substation_crew,DEP--RW-0011
WO-0000992,AST--RW-POL-006571,FDR--RW-0114,REG-RW,repair,medium,completed,2025-05-01,2025-05-10,2025-05-30,20.7,5800.25,line_crew,DEP--RW-0012
WO-0000993,AST--RW-POL-006911,FDR--RW-0117,REG-RW,inspection,medium,scheduled,2025-05-05,2025-06-13,,13.6,10053.36,substation_crew,DEP--RW-0011
WO-0000994,AST--RW-POL-006132,FDR--RW-0109,REG-RW,planned_maintenance,high,draft,2026-01-30,2026-04-19,,12.8,6703.28,drone_team,DEP--RW-0012
WO-0000995,AST-TSV-TRA-003459,FDR-TSV-0066,REG-TSV,repair,high,scheduled,2024-10-19,2024-11-08,,20.5,14761.28,substation_crew,DEP-TSV-0007
WO-0000996,AST-CQI-POL-005989,FDR-CQI-0106,REG-CQI,vegetation_treatment,low,scheduled,2025-10-07,2025-12-08,,10.9,5435.55,drone_team,DEP-CQI-0009
WO-0000997,AST-SEQ-TRA-002164,FDR-SEQ-0042,REG-SEQ,repair,medium,in_progress,2025-10-08,2026-01-04,,30.6,18145.59,vegetation_crew,DEP-SEQ-0002
WO-0000998,,FDR-SEQ-0041,REG-SEQ,replacement,medium,scheduled,2025-03-09,2025-03-22,,3.8,11230.41,drone_team,DEP-SEQ-0003
WO-0000999,AST-TSV-POL-003536,FDR-TSV-0068,REG-TSV,planned_maintenance,low,in_progress,2025-05-04,2025-05-27,,12.3,5861.15,line_crew,DEP-TSV-0008
WO-0001000,AST--RW-CON-007337,FDR--RW-0123,REG-RW,inspection,high,completed,2026-02-21,2026-03-28,2026-03-31,26.1,14943.0,drone_team,DEP--RW-0013
WO-0001001,AST-SEQ-POL-001284,FDR-SEQ-0024,REG-SEQ,planned_maintenance,urgent,in_progress,2025-10-05,2025-11-07,,15.2,14142.7,line_crew,DEP-SEQ-0003
WO-0001002,AST-TSV-POL-004488,FDR-TSV-0082,REG-TSV,vegetation_treatment,medium,scheduled,2024-12-20,2025-02-12,,4.5,5132.3,drone_team,DEP-TSV-0007
WO-0001003,AST-CQI-SEC-005753,FDR-CQI-0102,REG-CQI,vegetation_treatment,medium,completed,2025-04-16,2025-05-06,2025-05-22,24.7,15733.49,vegetation_crew,DEP-CQI-0009
WO-0001004,AST-MKY-SWI-002458,FDR-MKY-0047,REG-MKY,planned_maintenance,medium,scheduled,2025-08-15,2025-10-11,,24.8,13019.04,line_crew,DEP-MKY-0004
WO-0001005,,FDR-SEQ-0022,REG-SEQ,vegetation_treatment,high,in_progress,2024-08-22,2024-10-26,,27.8,18420.47,drone_team,DEP-SEQ-0001
WO-0001006,AST-MKY-POL-003270,FDR-MKY-0063,REG-MKY,planned_maintenance,medium,in_progress,2024-06-19,2024-09-10,,2.3,5310.0,drone_team,DEP-MKY-0005
WO-0001007,,FDR-TSV-0082,REG-TSV,storm_response,low,draft,2024-11-10,2025-01-08,,32.9,11200.76,drone_team,DEP-TSV-0008
WO-0001008,AST--RW-POL-007488,FDR--RW-0124,REG-RW,replacement,high,scheduled,2026-03-06,2026-05-18,,32.4,18400.88,vegetation_crew,DEP--RW-0013
WO-0001009,,FDR-SEQ-0012,REG-SEQ,vegetation_treatment,low,completed,2024-06-14,2024-08-13,2024-08-24,23.5,13916.39,vegetation_crew,DEP-SEQ-0002
WO-0001010,AST--RW-TRA-007799,FDR--RW-0127,REG-RW,storm_response,medium,in_progress,2025-05-15,2025-06-11,,26.4,16929.68,vegetation_crew,DEP--RW-0012
WO-0001011,AST-TSV-SEC-003638,FDR-TSV-0069,REG-TSV,inspection,medium,completed,2025-12-30,2026-03-17,2026-04-07,22.3,13995.71,drone_team,DEP-TSV-0007
WO-0001012,AST-TSV-CON-004880,FDR-TSV-0088,REG-TSV,planned_maintenance,high,completed,2024-12-13,2025-01-19,2025-01-28,33.4,12340.28,substation_crew,DEP-TSV-0007
WO-0001013,AST-SEQ-POL-000219,FDR-SEQ-0005,REG-SEQ,repair,medium,in_progress,2025-04-14,2025-04-29,,10.0,12595.91,vegetation_crew,DEP-SEQ-0002
WO-0001014,AST-CQI-POL-005664,FDR-CQI-0100,REG-CQI,replacement,medium,draft,2025-08-08,2025-09-23,,27.6,18115.55,substation_crew,DEP-CQI-0009
WO-0001015,AST-TSV-POL-004375,FDR-TSV-0081,REG-TSV,inspection,medium,in_progress,2025-12-08,2026-01-19,,33.5,11093.61,drone_team,DEP-TSV-0008
WO-0001016,AST-MKY-TRA-002482,FDR-MKY-0047,REG-MKY,planned_maintenance,urgent,approved,2026-05-09,2026-07-28,,7.0,6393.48,line_crew,DEP-MKY-0005
WO-0001017,,FDR-SEQ-0022,REG-SEQ,repair,high,approved,2025-08-27,2025-11-08,,19.2,7452.74,drone_team,DEP-SEQ-0002
WO-0001018,AST-MKY-POL-002586,FDR-MKY-0050,REG-MKY,repair,medium,in_progress,2025-10-10,2026-01-02,,6.4,6096.45,line_crew,DEP-MKY-0005
WO-0001019,AST-SEQ-POL-001308,FDR-SEQ-0024,REG-SEQ,vegetation_treatment,medium,completed,2026-04-20,2026-06-10,2026-06-10,8.7,6298.06,vegetation_crew,DEP-SEQ-0003
WO-0001020,AST-TSV-POL-003755,FDR-TSV-0071,REG-TSV,repair,urgent,draft,2024-12-13,2025-01-04,,34.9,8722.08,drone_team,DEP-TSV-0006
WO-0001021,,FDR-TSV-0081,REG-TSV,replacement,medium,scheduled,2025-11-25,2025-12-08,,23.6,10366.35,vegetation_crew,DEP-TSV-0008
WO-0001022,AST-MKY-POL-002586,FDR-MKY-0050,REG-MKY,vegetation_treatment,low,scheduled,2024-07-27,2024-07-31,,3.5,7343.26,substation_crew,DEP-MKY-0004
WO-0001023,AST--RW-POL-007503,FDR--RW-0124,REG-RW,replacement,medium,scheduled,2024-12-12,2025-02-13,,24.4,6181.33,substation_crew,DEP--RW-0011
WO-0001024,AST-SEQ-POL-001445,FDR-SEQ-0027,REG-SEQ,vegetation_treatment,high,scheduled,2024-07-17,2024-07-25,,2.8,6556.87,vegetation_crew,DEP-SEQ-0001
