defect_id,inspection_id,asset_id,defect_type,severity,detected_date,target_rectification_date,status,safety_risk_score,reliability_risk_score
DEF-00001543,INS-0003460,AST-TSV-POL-004488,crossarm_corrosion,high,2026-02-24,2026-03-27,closed,56.7,64.1
DEF-00001544,INS-0003460,AST-TSV-POL-004488,oil_leak,low,2026-02-24,2026-05-18,open,8.6,28.3
DEF-00001545,INS-0003466,AST-CQI-CON-005660,crossarm_corrosion,medium,2025-05-20,2025-05-28,planned,13.5,34.9
DEF-00001546,INS-0003466,AST-CQI-CON-005660,vegetation_clearance,high,2025-05-20,2025-10-06,planned,26.4,30.6
DEF-00001547,INS-0003466,AST-CQI-CON-005660,conductor_sag,low,2025-05-20,2025-08-24,open,34.2,28.0
DEF-00001548,INS-0003468,AST-TSV-POL-004216,insulator_damage,low,2025-07-04,2025-12-23,closed,25.4,33.9
DEF-00001549,INS-0003473,AST--RW-POL-006541,crossarm_corrosion,medium,2025-05-11,2025-10-28,open,32.2,12.4
DEF-00001550,INS-0003480,AST-MKY-POL-002784,insulator_damage,medium,2026-05-11,2026-10-13,open,11.5,47.5
DEF-00001551,INS-0003485,AST--RW-POL-007694,lightning_damage,critical,2025-01-05,2025-03-25,planned,44.7,34.3
DEF-00001552,INS-0003485,AST--RW-POL-007694,access_blocked,high,2025-01-05,2025-06-08,open,58.9,43.1
DEF-00001553,INS-0003487,AST-MKY-POL-002371,insulator_damage,medium,2025-07-03,2025-07-23,planned,20.9,44.5
DEF-00001554,INS-0003491,AST-TSV-POL-004370,insulator_damage,low,2026-01-19,2026-02-25,open,12.3,41.0
DEF-00001555,INS-0003493,AST--RW-SEC-007338,oil_leak,low,2026-03-01,2026-05-10,deferred,22.0,15.1
DEF-00001556,INS-0003495,AST-CQI-POL-005167,termite_damage,low,2025-08-22,2025-12-18,open,1,29.1
DEF-00001557,INS-0003496,AST-TSV-POL-003769,leaning_pole,low,2025-04-18,2025-10-06,open,5.8,10.0
DEF-00001558,INS-0003497,AST-TSV-CON-003454,vegetation_clearance,medium,2026-01-31,2026-04-26,closed,32.9,16.3
DEF-00001559,INS-0003499,AST-TSV-CON-003477,conductor_sag,low,2026-05-12,2026-10-30,planned,33.8,11.4
DEF-00001560,INS-0003102,AST--RW-CON-006743,conductor_sag,low,2026-03-31,2026-05-04,open,29.2,47.3
DEF-00001561,INS-0001385,AST-SEQ-REC-001778,access_blocked,low,2024-12-16,2025-04-30,open,39.7,35.8
DEF-00001562,INS-0001568,AST-SEQ-TRA-001669,access_blocked,medium,2025-04-13,2025-06-24,open,26.9,25.5
DEF-00001563,INS-0001496,AST-MKY-SEC-002749,crossarm_corrosion,medium,2025-12-05,2026-04-02,planned,36.1,37.9
DEF-00001564,INS-0002571,AST--RW-POL-007237,conductor_sag,medium,2025-02-15,2025-06-23,closed,36.2,44.5
DEF-00001565,INS-0001903,AST-MKY-POL-002996,leaning_pole,low,2024-12-28,2025-01-10,planned,31.9,43.7
DEF-00001566,INS-0000360,AST-SEQ-POL-000684,lightning_damage,medium,2025-10-23,2025-11-26,open,28.1,30.8
DEF-00001567,INS-0001623,AST-CQI-POL-005276,insulator_damage,medium,2025-07-21,2025-11-28,planned,33.8,43.6
DEF-00001568,INS-0001380,AST--RW-CON-006629,flood_damage,low,2025-04-25,2025-10-02,closed,35.2,45.8
DEF-00001569,INS-0000130,AST-SEQ-CON-000449,termite_damage,medium,2024-12-21,2025-03-25,open,23.6,24.6
DEF-00001570,INS-0002421,AST-SEQ-POL-001564,termite_damage,low,2025-02-09,2025-03-01,deferred,49.2,7.9
DEF-00001571,INS-0001972,AST--RW-POL-007644,flood_damage,medium,2025-11-22,2026-03-10,closed,15.6,33.9
DEF-00001572,INS-0002379,AST-SEQ-POL-000752,leaning_pole,medium,2025-05-28,2025-09-26,deferred,27.4,17.1
DEF-00001573,INS-0001428,AST-TSV-POL-004098,leaning_pole,low,2026-01-12,2026-04-25,open,43.8,48.0
DEF-00001574,INS-0003384,AST-CQI-CON-005711,leaning_pole,low,2025-06-06,2025-08-23,open,27.9,36.3
DEF-00001575,INS-0001986,AST-TSV-SEC-003708,leaning_pole,high,2025-11-19,2026-04-21,closed,48.2,32.6
DEF-00001576,INS-0001137,AST-MKY-RIN-002323,access_blocked,medium,2025-11-26,2026-02-03,closed,32.7,33.2
DEF-00001577,INS-0000679,AST-CQI-REC-005725,leaning_pole,high,2025-03-08,2025-04-04,deferred,25.5,44.3
DEF-00001578,INS-0001489,AST-CQI-SEC-005598,oil_leak,medium,2026-03-22,2026-08-03,deferred,1,24.3
DEF-00001579,INS-0000422,AST-MKY-TRA-003288,access_blocked,high,2026-03-02,2026-05-21,deferred,36.6,26.2
DEF-00001580,INS-0000929,AST--RW-REC-007396,lightning_damage,high,2026-03-08,2026-05-10,closed,41.7,26.3
DEF-00001581,INS-0002471,AST-SEQ-TRA-001036,conductor_sag,high,2025-02-10,2025-04-26,open,31.0,38.6
DEF-00001582,INS-0002760,AST-SEQ-POL-001981,conductor_sag,low,2025-09-01,2026-01-05,planned,10.7,34.9
DEF-00001583,INS-0001405,AST-MKY-POL-002418,oil_leak,low,2025-11-23,2025-12-30,deferred,51.2,44.6
DEF-00001584,INS-0002824,AST-TSV-POL-004125,oil_leak,high,2024-12-24,2025-02-01,deferred,28.4,27.2
DEF-00001585,INS-0000409,AST--RW-SEC-006793,lightning_damage,high,2026-02-05,2026-05-16,planned,43.9,42.2
DEF-00001586,INS-0002994,AST--RW-POL-007439,access_blocked,high,2025-02-07,2025-05-02,deferred,25.8,20.0
DEF-00001587,INS-0000812,AST-SEQ-POL-001626,insulator_damage,high,2026-05-09,2026-09-15,closed,19.8,33.8
DEF-00001588,INS-0002759,AST-SEQ-POL-000232,oil_leak,low,2025-05-21,2025-06-04,open,48.0,45.4
DEF-00001589,INS-0001321,AST-SEQ-POL-000340,insulator_damage,high,2025-03-16,2025-07-10,closed,13.6,29.1
DEF-00001590,INS-0002589,AST-CQI-POL-005807,insulator_damage,medium,2025-06-22,2025-07-04,planned,20.8,12.2
DEF-00001591,INS-0001530,AST-MKY-TRA-002598,oil_leak,medium,2026-04-06,2026-09-02,closed,17.9,23.7
DEF-00001592,INS-0000722,AST--RW-TRA-007036,flood_damage,medium,2026-04-23,2026-06-11,open,43.2,18.0
DEF-00001593,INS-0000267,AST-TSV-POL-003998,vegetation_clearance,high,2026-04-27,2026-09-19,closed,29.8,21.7
DEF-00001594,INS-0003477,AST-MKY-POL-003018,flood_damage,medium,2025-01-19,2025-02-02,closed,40.4,31.2
DEF-00001595,INS-0000319,AST--RW-POL-006770,lightning_damage,high,2025-08-17,2025-08-28,planned,29.7,26.9
DEF-00001596,INS-0002871,AST-SEQ-POL-001067,leaning_pole,high,2025-02-11,2025-07-05,deferred,26.9,42.3
DEF-00001597,INS-0001221,AST-SEQ-POL-001889,flood_damage,low,2026-03-28,2026-08-26,open,41.9,25.7
DEF-00001598,INS-0002272,AST--RW-POL-007372,insulator_damage,medium,2025-01-14,2025-04-22,planned,9.5,17.7
DEF-00001599,INS-0000562,AST--RW-TRA-006289,flood_damage,high,2025-03-10,2025-05-06,deferred,7.5,31.9
DEF-00001600,INS-0001236,AST-TSV-REC-003550,termite_damage,high,2025-12-22,2026-04-15,planned,14.7,19.8
DEF-00001601,INS-0003044,AST--RW-POL-007430,oil_leak,high,2025-11-05,2026-01-24,closed,25.3,36.5
DEF-00001602,INS-0003414,AST-SEQ-POL-001296,access_blocked,medium,2026-05-03,2026-10-23,planned,30.8,23.9
DEF-00001603,INS-0001990,AST--RW-SEC-007587,oil_leak,high,2025-03-03,2025-06-14,closed,14.9,43.5
DEF-00001604,INS-0001708,AST--RW-POL-007265,crossarm_corrosion,low,2026-03-09,2026-07-06,closed,37.5,45.4
DEF-00001605,INS-0002447,AST--RW-SWI-006880,lightning_damage,high,2026-04-14,2026-04-23,closed,33.7,36.8
DEF-00001606,INS-0000454,AST-CQI-POL-005173,termite_damage,high,2025-06-05,2025-10-20,open,42.7,15.9
DEF-00001607,INS-0002489,AST-SEQ-POL-000487,crossarm_corrosion,high,2025-12-08,2026-02-25,open,35.6,35.8
DEF-00001608,INS-0002815,AST-MKY-POL-002777,lightning_damage,medium,2025-09-23,2025-10-18,open,16.1,32.5
DEF-00001609,INS-0000644,AST-CQI-POL-005696,insulator_damage,low,2026-01-13,2026-03-27,planned,41.4,25.3
DEF-00001610,INS-0002688,AST--RW-POL-007682,flood_damage,high,2026-05-11,2026-07-16,deferred,33.5,31.5
DEF-00001611,INS-0003103,AST-SEQ-CON-002128,crossarm_corrosion,medium,2025-11-01,2026-04-15,closed,17.1,21.7
DEF-00001612,INS-0002553,AST-MKY-SWI-003215,access_blocked,high,2025-10-29,2025-12-15,open,39.1,21.0
DEF-00001613,INS-0001705,AST-MKY-POL-003212,flood_damage,low,2025-09-16,2025-11-07,planned,3.7,30.5
DEF-00001614,INS-0003216,AST--RW-POL-006669,access_blocked,medium,2025-03-10,2025-06-14,open,32.1,22.2
DEF-00001615,INS-0001879,AST-TSV-CON-003813,conductor_sag,low,2026-03-22,2026-09-07,deferred,30.0,35.4
DEF-00001616,INS-0001558,AST-SEQ-REC-000612,leaning_pole,medium,2026-03-19,2026-04-28,planned,12.2,31.3
DEF-00001617,INS-0001065,AST-MKY-CON-002208,oil_leak,high,2025-02-19,2025-08-04,deferred,32.4,28.1
DEF-00001618,INS-0000379,AST--RW-POL-006905,crossarm_corrosion,medium,2025-05-11,2025-05-21,closed,15.8,27.9
DEF-00001619,INS-0000925,AST-SEQ-POL-001407,crossarm_corrosion,low,2026-03-21,2026-09-01,open,40.3,28.9
DEF-00001620,INS-0000679,AST-CQI-REC-005725,termite_damage,low,2025-03-08,2025-08-06,planned,24.2,26.0
DEF-00001621,INS-0000859,AST-TSV-POL-003593,leaning_pole,medium,2024-12-23,2025-03-05,open,33.1,36.2
DEF-00001622,INS-0000119,AST--RW-TRA-006568,termite_damage,low,2026-01-11,2026-07-10,closed,39.0,33.0
DEF-00001623,INS-0002903,AST-SEQ-POL-001324,oil_leak,high,2025-09-20,2026-03-14,open,34.1,41.1
DEF-00001624,INS-0000210,AST-MKY-POL-002777,flood_damage,high,2026-01-08,2026-01-19,planned,35.1,29.3
DEF-00001625,INS-0001792,AST-TSV-CON-003727,leaning_pole,low,2025-08-18,2025-11-21,closed,39.7,43.4
DEF-00001626,INS-0000509,AST--RW-POL-006407,access_blocked,low,2025-01-26,2025-03-26,deferred,51.8,15.0
DEF-00001627,INS-0000657,AST--RW-POL-007119,leaning_pole,low,2026-01-25,2026-04-07,deferred,35.1,14.2
DEF-00001628,INS-0001417,AST-CQI-SEC-005402,lightning_damage,low,2025-02-24,2025-08-21,planned,14.9,27.6
DEF-00001629,INS-0000378,AST-TSV-POL-003401,insulator_damage,low,2025-07-01,2025-10-27,planned,26.6,26.8
DEF-00001630,INS-0001494,AST-TSV-CON-004050,vegetation_clearance,low,2025-11-03,2026-02-27,deferred,18.5,19.2
DEF-00001631,INS-0001201,AST-SEQ-POL-001232,vegetation_clearance,medium,2025-12-22,2026-04-16,open,28.8,22.8
DEF-00001632,INS-0003347,AST-CQI-POL-005015,lightning_damage,medium,2025-09-06,2026-01-01,open,31.9,24.6
DEF-00001633,INS-0000241,AST--RW-RIN-007595,insulator_damage,low,2025-06-24,2025-11-08,closed,46.5,24.7
DEF-00001634,INS-0003486,AST-TSV-REC-003635,vegetation_clearance,low,2024-11-27,2025-05-06,closed,35.4,22.5
DEF-00001635,INS-0002219,AST-CQI-SWI-005492,vegetation_clearance,low,2025-02-07,2025-03-20,deferred,36.8,13.4
DEF-00001636,INS-0001953,AST-SEQ-POL-001975,oil_leak,medium,2025-12-09,2026-03-14,deferred,12.6,24.3
DEF-00001637,INS-0002513,AST-TSV-POL-004729,vegetation_clearance,low,2026-03-10,2026-06-27,planned,41.8,55.0
DEF-00001638,INS-0001243,AST-TSV-RIN-003752,lightning_damage,medium,2026-02-28,2026-03-09,open,38.1,21.6
DEF-00001639,INS-0003222,AST-SEQ-CON-000428,conductor_sag,high,2025-11-30,2026-05-22,open,16.7,25.4
DEF-00001640,INS-0001119,AST-CQI-SWI-005683,oil_leak,high,2025-11-25,2026-04-27,open,38.0,33.9
DEF-00001641,INS-0000314,AST-TSV-SWI-004752,conductor_sag,medium,2025-03-13,2025-05-22,deferred,42.8,17.5
DEF-00001642,INS-0000841,AST-CQI-POL-005813,crossarm_corrosion,low,2025-08-10,2025-12-17,open,37.4,34.8
DEF-00001643,INS-0002538,AST-SEQ-POL-000848,leaning_pole,medium,2025-05-19,2025-06-20,closed,47.7,33.9
DEF-00001644,INS-0003254,AST-SEQ-POL-002027,lightning_damage,high,2026-02-08,2026-04-09,planned,22.9,37.0
DEF-00001645,INS-0002241,AST-TSV-POL-003379,vegetation_clearance,medium,2026-02-08,2026-08-03,deferred,31.2,38.5
DEF-00001646,INS-0002708,AST-SEQ-POL-000028,termite_damage,low,2025-01-28,2025-03-20,planned,30.0,39.5
DEF-00001647,INS-0000186,AST-SEQ-POL-000215,conductor_sag,medium,2025-05-19,2025-05-26,open,30.4,20.5
DEF-00001648,INS-0002314,AST--RW-POL-007746,access_blocked,high,2025-03-05,2025-05-02,planned,17.7,18.6
DEF-00001649,INS-0001213,AST-TSV-POL-004613,flood_damage,low,2025-10-12,2026-03-23,closed,18.0,28.3
DEF-00001650,INS-0001639,AST--RW-TRA-007476,leaning_pole,low,2025-07-31,2025-12-25,open,29.0,18.2
DEF-00001651,INS-0001115,AST-CQI-TRA-005662,termite_damage,medium,2025-03-01,2025-07-30,deferred,23.4,33.4
DEF-00001652,INS-0001574,AST--RW-POL-007649,vegetation_clearance,high,2026-02-16,2026-05-16,planned,38.0,38.7
DEF-00001653,INS-0003357,AST-CQI-POL-005462,insulator_damage,medium,2025-10-06,2026-01-10,closed,36.4,33.3
DEF-00001654,INS-0001130,AST-SEQ-TRA-002069,vegetation_clearance,high,2025-10-27,2025-12-31,open,29.5,34.4
DEF-00001655,INS-0002925,AST-SEQ-POL-001755,leaning_pole,low,2025-05-01,2025-07-05,open,28.0,27.9
DEF-00001656,INS-0001417,AST-CQI-SEC-005402,lightning_damage,low,2025-02-24,2025-06-16,planned,24.6,36.4
DEF-00001657,INS-0000340,AST-MKY-SWI-003111,flood_damage,high,2025-08-29,2025-11-27,closed,23.3,22.6
DEF-00001658,INS-0001264,AST-MKY-TRA-002724,lightning_damage,high,2025-12-03,2026-01-19,deferred,12.5,35.4
DEF-00001659,INS-0001028,AST--RW-POL-007146,crossarm_corrosion,medium,2025-12-06,2026-01-31,planned,34.2,13.9
DEF-00001660,INS-0001272,AST-CQI-POL-005564,vegetation_clearance,high,2025-02-25,2025-08-02,deferred,12.0,17.4
DEF-00001661,INS-0002366,AST--RW-POL-006175,crossarm_corrosion,low,2025-08-21,2026-01-07,deferred,32.5,35.7
DEF-00001662,INS-0002957,AST-MKY-SWI-003250,oil_leak,low,2025-11-08,2026-04-23,planned,20.1,45.3
DEF-00001663,INS-0000416,AST--RW-POL-007817,termite_damage,medium,2025-03-17,2025-08-07,open,33.8,29.2
DEF-00001664,INS-0000620,AST-TSV-POL-003794,access_blocked,low,2026-02-01,2026-07-07,open,35.8,19.1
DEF-00001665,INS-0002596,AST-SEQ-POL-001375,vegetation_clearance,low,2025-01-18,2025-04-18,open,18.7,45.0
DEF-00001666,INS-0000003,AST-SEQ-POL-001464,flood_damage,high,2025-09-28,2026-02-05,closed,35.5,11.9
DEF-00001667,INS-0001442,AST-SEQ-POL-001721,lightning_damage,high,2025-06-17,2025-10-07,planned,26.6,24.2
DEF-00001668,INS-0001654,AST-SEQ-POL-000966,insulator_damage,high,2025-07-15,2025-09-17,open,26.1,18.2
DEF-00001669,INS-0001941,AST-TSV-POL-003528,access_blocked,high,2025-06-15,2025-10-29,open,29.8,35.6
DEF-00001670,INS-0001425,AST-TSV-POL-003716,oil_leak,low,2025-07-31,2025-08-10,closed,41.0,21.8
DEF-00001671,INS-0000753,AST--RW-POL-006619,termite_damage,low,2025-07-08,2025-08-04,closed,22.5,21.6
DEF-00001672,INS-0002654,AST--RW-TRA-007843,termite_damage,low,2025-01-09,2025-03-26,deferred,31.1,22.1
DEF-00001673,INS-0002028,AST-MKY-POL-002884,insulator_damage,medium,2025-01-05,2025-03-08,planned,31.4,53.1
DEF-00001674,INS-0000108,AST-TSV-POL-003429,oil_leak,low,2025-10-18,2026-01-24,open,24.8,30.8
DEF-00001675,INS-0001790,AST-SEQ-TRA-001989,termite_damage,high,2025-12-17,2026-02-11,deferred,23.5,24.7
DEF-00001676,INS-0000903,AST-TSV-TRA-003605,termite_damage,high,2026-01-01,2026-03-20,closed,28.4,36.8
DEF-00001677,INS-0003485,AST--RW-POL-007694,vegetation_clearance,high,2025-01-05,2025-05-28,planned,31.1,37.0
DEF-00001678,INS-0003482,AST--RW-CON-006208,flood_damage,low,2025-10-10,2025-12-24,open,10.4,46.6
DEF-00001679,INS-0000448,AST-SEQ-POL-000564,insulator_damage,low,2025-03-25,2025-04-08,deferred,32.0,33.8
DEF-00001680,INS-0001245,AST-TSV-SEC-004677,lightning_damage,high,2025-01-27,2025-03-02,closed,22.8,30.1
DEF-00001681,INS-0000531,AST-MKY-POL-002671,insulator_damage,low,2025-07-25,2025-08-11,open,31.2,29.5
DEF-00001682,INS-0003232,AST-SEQ-TRA-001160,access_blocked,low,2026-03-09,2026-08-31,deferred,29.7,30.7
DEF-00001683,INS-0000912,AST-CQI-POL-005317,vegetation_clearance,high,2026-05-07,2026-07-13,deferred,16.3,25.6
DEF-00001684,INS-0000412,AST-TSV-POL-003811,insulator_damage,high,2025-08-27,2025-12-06,closed,34.3,49.7
DEF-00001685,INS-0002530,AST-TSV-SEC-004584,oil_leak,medium,2025-02-11,2025-08-01,closed,29.3,31.3
DEF-00001686,INS-0003103,AST-SEQ-CON-002128,leaning_pole,high,2025-11-01,2026-01-11,closed,31.5,24.8
DEF-00001687,INS-0002705,AST-CQI-CON-006005,oil_leak,high,2025-03-22,2025-07-18,planned,28.8,33.8
DEF-00001688,INS-0002182,AST-CQI-POL-006071,termite_damage,high,2026-01-30,2026-06-10,closed,49.4,27.5
DEF-00001689,INS-0000046,AST-TSV-CON-004341,oil_leak,high,2025-11-25,2026-01-20,deferred,39.7,30.4
DEF-00001690,INS-0000060,AST-SEQ-TRA-000076,insulator_damage,low,2025-10-23,2025-12-13,deferred,26.5,27.9
DEF-00001691,INS-0002972,AST--RW-TRA-006774,crossarm_corrosion,high,2025-04-17,2025-07-18,deferred,39.0,26.8
DEF-00001692,INS-0000298,AST--RW-TRA-007208,crossarm_corrosion,medium,2025-03-22,2025-07-15,deferred,41.7,45.3
DEF-00001693,INS-0003032,AST-TSV-SEC-004160,leaning_pole,high,2025-12-08,2025-12-27,closed,16.0,25.1
DEF-00001694,INS-0003199,AST-MKY-POL-003155,insulator_damage,high,2025-02-18,2025-03-03,open,21.5,46.3
DEF-00001695,INS-0002508,AST-SEQ-SWI-001866,leaning_pole,high,2024-11-28,2025-05-22,planned,34.5,33.0
DEF-00001696,INS-0000027,AST--RW-POL-006391,flood_damage,high,2025-09-15,2025-09-26,open,38.3,32.5
DEF-00001697,INS-0002655,AST-SEQ-POL-001839,lightning_damage,high,2025-03-26,2025-09-17,planned,38.7,18.7
DEF-00001698,INS-0000347,AST-TSV-REC-004576,access_blocked,low,2025-04-24,2025-08-22,closed,34.4,31.0
DEF-00001699,INS-0002314,AST--RW-POL-007746,leaning_pole,high,2025-03-05,2025-08-11,deferred,39.5,22.7
DEF-00001700,INS-0002372,AST-SEQ-POL-000715,flood_damage,high,2025-07-04,2025-07-18,deferred,41.8,30.8
DEF-00001701,INS-0001533,AST--RW-SEC-006190,vegetation_clearance,medium,2025-03-23,2025-06-23,closed,21.8,45.1
DEF-00001702,INS-0001500,AST-CQI-TRA-005042,flood_damage,high,2026-01-07,2026-01-29,open,34.2,27.7
DEF-00001703,INS-0000022,AST--RW-TRA-007618,crossarm_corrosion,high,2025-07-18,2025-08-28,planned,18.8,26.6
DEF-00001704,INS-0002818,AST-TSV-SWI-004249,termite_damage,low,2025-07-28,2025-11-12,open,22.5,36.6
DEF-00001705,INS-0000631,AST-MKY-POL-002279,access_blocked,medium,2026-05-11,2026-06-10,deferred,15.6,51.8
DEF-00001706,INS-0002186,AST--RW-POL-007597,flood_damage,low,2026-02-09,2026-07-20,open,33.9,18.2
DEF-00001707,INS-0001997,AST-CQI-POL-005382,insulator_damage,medium,2025-04-15,2025-09-05,deferred,38.3,32.2
DEF-00001708,INS-0003083,AST-MKY-TRA-003187,flood_damage,low,2025-08-26,2025-11-17,closed,28.9,41.3
DEF-00001709,INS-0000216,AST--RW-RIN-006331,termite_damage,high,2025-01-11,2025-04-08,planned,37.6,28.8
DEF-00001710,INS-0003284,AST-SEQ-POL-001013,crossarm_corrosion,high,2026-04-05,2026-05-18,planned,30.8,29.5
DEF-00001711,INS-0001446,AST-TSV-POL-004027,flood_damage,medium,2025-02-06,2025-02-19,open,36.2,23.1
DEF-00001712,INS-0001504,AST-SEQ-TRA-000264,flood_damage,high,2025-08-04,2025-10-05,open,35.4,25.9
DEF-00001713,INS-0000500,AST-SEQ-POL-000554,conductor_sag,high,2025-02-14,2025-03-09,closed,37.7,20.6
DEF-00001714,INS-0001234,AST-CQI-CON-005178,crossarm_corrosion,low,2026-04-06,2026-06-18,open,25.3,25.5
DEF-00001715,INS-0000914,AST-CQI-TRA-005740,leaning_pole,low,2025-06-17,2025-08-17,planned,41.8,21.6
DEF-00001716,INS-0000968,AST-SEQ-TRA-001465,oil_leak,low,2025-11-15,2026-03-12,open,30.2,38.2
DEF-00001717,INS-0001793,AST-SEQ-TRA-001289,leaning_pole,medium,2025-12-13,2026-01-05,open,20.3,36.1
DEF-00001718,INS-0000773,AST-MKY-POL-002364,leaning_pole,low,2026-01-22,2026-05-06,open,36.2,43.2
DEF-00001719,INS-0003133,AST-TSV-CON-003417,crossarm_corrosion,high,2025-08-21,2026-01-05,planned,24.9,20.6
DEF-00001720,INS-0002577,AST--RW-POL-007692,crossarm_corrosion,low,2025-09-18,2025-12-17,deferred,31.1,26.3
DEF-00001721,INS-0001726,AST--RW-POL-006309,flood_damage,medium,2025-04-16,2025-07-11,planned,34.3,24.9
DEF-00001722,INS-0002562,AST-SEQ-POL-001642,insulator_damage,medium,2025-11-11,2025-11-20,planned,23.0,12.4
DEF-00001723,INS-0002389,AST-TSV-POL-003344,vegetation_clearance,low,2025-03-22,2025-05-01,open,32.7,28.9
DEF-00001724,INS-0003118,AST-SEQ-POL-000235,flood_damage,low,2025-04-15,2025-09-28,closed,32.2,31.0
DEF-00001725,INS-0000347,AST-TSV-REC-004576,crossarm_corrosion,medium,2025-04-24,2025-06-25,deferred,6.0,27.6
DEF-00001726,INS-0002833,AST-SEQ-TRA-001304,oil_leak,high,2025-10-17,2025-11-16,planned,21.1,13.1
DEF-00001727,INS-0001484,AST-SEQ-POL-001627,access_blocked,medium,2025-02-06,2025-03-10,planned,21.7,11.3
DEF-00001728,INS-0002486,AST-CQI-POL-005691,conductor_sag,high,2025-04-18,2025-06-27,open,28.7,18.3
DEF-00001729,INS-0000146,AST--RW-CON-007028,crossarm_corrosion,high,2025-05-12,2025-09-23,closed,25.1,20.7
DEF-00001730,INS-0000189,AST--RW-POL-007478,conductor_sag,medium,2025-01-17,2025-02-06,closed,28.3,17.8
DEF-00001731,INS-0001069,AST--RW-TRA-007700,oil_leak,high,2025-09-07,2026-01-02,deferred,18.7,27.2
DEF-00001732,INS-0002584,AST-MKY-TRA-002514,conductor_sag,low,2025-07-29,2025-11-15,closed,35.3,36.1
DEF-00001733,INS-0000626,AST-SEQ-POL-001284,insulator_damage,low,2025-01-31,2025-04-22,planned,42.4,30.0
DEF-00001734,INS-0003434,AST--RW-POL-006828,access_blocked,high,2025-03-11,2025-03-26,open,34.1,32.6
DEF-00001735,INS-0000556,AST-TSV-POL-004041,access_blocked,high,2025-01-17,2025-06-25,planned,20.6,22.1
DEF-00001736,INS-0003262,AST--RW-POL-007469,insulator_damage,low,2025-03-20,2025-08-19,closed,46.6,28.4
DEF-00001737,INS-0002061,AST-MKY-POL-002883,oil_leak,low,2025-11-09,2026-03-19,open,46.1,43.6
DEF-00001738,INS-0002493,AST-CQI-POL-005499,vegetation_clearance,medium,2026-01-08,2026-05-07,deferred,32.5,37.1
DEF-00001739,INS-0002520,AST-CQI-POL-005563,oil_leak,low,2025-01-03,2025-01-14,closed,35.6,33.1
DEF-00001740,INS-0000800,AST-SEQ-POL-000963,leaning_pole,high,2025-09-20,2025-11-04,deferred,25.4,20.2
DEF-00001741,INS-0000310,AST-MKY-POL-002494,oil_leak,high,2025-11-17,2025-12-09,open,32.1,21.3
DEF-00001742,INS-0001459,AST-CQI-POL-005975,oil_leak,low,2025-09-30,2025-12-16,deferred,25.0,24.8
DEF-00001743,INS-0001574,AST--RW-POL-007649,access_blocked,low,2026-02-16,2026-07-08,planned,23.5,27.2
DEF-00001744,INS-0000532,AST--RW-REC-006609,conductor_sag,medium,2025-04-11,2025-08-08,deferred,31.8,16.9
DEF-00001745,INS-0002614,AST--RW-TRA-007004,crossarm_corrosion,medium,2026-01-22,2026-04-16,planned,38.5,29.1
DEF-00001746,INS-0000928,AST--RW-POL-007582,termite_damage,high,2025-06-29,2025-07-25,planned,38.4,44.0
DEF-00001747,INS-0003297,AST-TSV-POL-003404,conductor_sag,low,2025-10-24,2026-02-01,planned,29.8,25.5
DEF-00001748,INS-0000345,AST-SEQ-POL-000219,leaning_pole,low,2026-01-04,2026-06-24,closed,37.0,35.2
DEF-00001749,INS-0003396,AST--RW-POL-006767,oil_leak,medium,2025-11-14,2026-01-30,planned,38.1,35.0
DEF-00001750,INS-0002766,AST--RW-REC-007851,access_blocked,high,2025-08-15,2026-01-13,closed,34.4,45.1
DEF-00001751,INS-0001271,AST-SEQ-POL-000050,conductor_sag,medium,2025-01-06,2025-02-05,closed,33.6,25.0
